VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
716, 155, -0.62305,  8.42188,  1.19629,  1.00, -0.6063,  0.16535,  0.77953,  0.00, ---, ---, ---, ---,  0.74805,  0.81152,  0.98824,  0.72157,  0.21176,  0.28235, -0.7874,  0.01575, -0.61417, -1.00
717, 150, -0.81152,  7.70703,  1.12305,  1.00, -0.7874,  0.03937,  0.61417,  0.00, ---, ---, ---, ---,  0.74805,  0.62988,  0.49412,  0.72941,  0.7098,  0.27843, -0.59843,  0.1811, -0.77953, -1.00
718, 156, -0.67139,  8.42969,  0.79541,  1.00, -0.93701,  0.11811, -0.33071,  0.00, ---, ---, ---, ---,  0.83984,  0.81152,  0.37255,  0.72549,  0.21569,  0.28235,  0.33858,  0.03937, -0.93701, -1.00
719, 149, -0.77197,  7.78906,  0.67822,  1.00, -0.87402,  0.32283, -0.35433,  0.00, ---, ---, ---, ---,  0.83984,  0.62988,  0.17647,  0.72941,  0.79216,  0.27843,  0.40945,  0.13386, -0.89764, -1.00
720, 157, -0.40674,  8.4375,  0.54834,  1.00, -0.12598,  0.11024, -0.98425,  0.00, ---, ---, ---, ---,  0.93164,  0.81152,  0.5098,  0.71373,  0.21961,  0.28235,  0.99213,  0.01575, -0.12598, -1.00
721, 149, -0.77197,  7.78906,  0.67822,  1.00, -0.87402,  0.32283, -0.35433,  0.00, ---, ---, ---, ---,  0.83984,  0.62988,  0.17647,  0.72941,  0.79216,  0.27843,  0.40945,  0.13386, -0.89764, -1.00
722, 156, -0.67139,  8.42969,  0.79541,  1.00, -0.93701,  0.11811, -0.33071,  0.00, ---, ---, ---, ---,  0.83984,  0.81152,  0.37255,  0.72549,  0.21569,  0.28235,  0.33858,  0.03937, -0.93701, -1.00
723, 149, -0.77197,  7.78906,  0.67822,  1.00, -0.87402,  0.32283, -0.35433,  0.00, ---, ---, ---, ---,  0.83984,  0.62988,  0.17647,  0.72941,  0.79216,  0.27843,  0.40945,  0.13386, -0.89764, -1.00
724, 157, -0.40674,  8.4375,  0.54834,  1.00, -0.12598,  0.11024, -0.98425,  0.00, ---, ---, ---, ---,  0.93164,  0.81152,  0.5098,  0.71373,  0.21961,  0.28235,  0.99213,  0.01575, -0.12598, -1.00
725, 151, -0.46875,  7.80469,  0.40625,  1.00,  0.17323,  0.29921, -0.93701,  0.00, ---, ---, ---, ---,  0.93164,  0.62988,  0.50196,  0.71765,  0.80784,  0.27843,  0.98425, -0.13386,  0.14173, -1.00
726, 158, -0.18372,  8.4375,  0.65527,  1.00,  0.90551,  0.05512, -0.4252,  0.00, ---, ---, ---, ---,  0.99414,  0.81152,  0.88235,  0.69412,  0.21961,  0.28235,  0.43307, -0.07874,  0.89764, -1.00
727, 151, -0.46875,  7.80469,  0.40625,  1.00,  0.17323,  0.29921, -0.93701,  0.00, ---, ---, ---, ---,  0.93164,  0.62988,  0.50196,  0.71765,  0.80784,  0.27843,  0.98425, -0.13386,  0.14173, -1.00
728, 157, -0.40674,  8.4375,  0.54834,  1.00, -0.12598,  0.11024, -0.98425,  0.00, ---, ---, ---, ---,  0.93164,  0.81152,  0.5098,  0.71373,  0.21961,  0.28235,  0.99213,  0.01575, -0.12598, -1.00
729, 151, -0.46875,  7.80469,  0.40625,  1.00,  0.17323,  0.29921, -0.93701,  0.00, ---, ---, ---, ---,  0.93164,  0.62988,  0.50196,  0.71765,  0.80784,  0.27843,  0.98425, -0.13386,  0.14173, -1.00
730, 158, -0.18372,  8.4375,  0.65527,  1.00,  0.90551,  0.05512, -0.4252,  0.00, ---, ---, ---, ---,  0.99414,  0.81152,  0.88235,  0.69412,  0.21961,  0.28235,  0.43307, -0.07874,  0.89764, -1.00
731, 152, -0.21045,  7.71094,  0.77051,  1.00,  0.99213, -0.07874, -0.07874,  0.00, ---, ---, ---, ---,  0.99414,  0.62988,  0.73725,  0.69804,  0.71373,  0.27843,  0.06299, -0.20472,  0.97638, -1.00
732, 154, -0.18372,  8.4375,  0.65527,  1.00,  0.90551,  0.05512, -0.4252,  0.00, ---, ---, ---, ---,  0.50293,  0.81152,  0.88235,  0.69412,  0.21961,  0.28235,  0.4252,  0.01575,  0.90551, -1.00
733, 159, -0.40552,  9.875,  0.99316,  1.00,  0.40945,  0.13386,  0.89764,  0.00, ---, ---, ---, ---,  0.64063,  1.11426,  0.4902,  0.71373,  0.94118,  0.28235, -0.90551, -0.00787,  0.41732, -1.00
734, 153, -0.27148,  8.42969,  1.19922,  1.00,  0.6378,  0.10236,  0.76378,  0.00, ---, ---, ---, ---,  0.64063,  0.81152,  0.3451,  0.70588,  0.21569,  0.28235, -0.76378, -0.0315,  0.64567, -1.00
735, 159, -0.40552,  9.875,  0.99316,  1.00,  0.40945,  0.13386,  0.89764,  0.00, ---, ---, ---, ---,  0.64063,  1.11426,  0.4902,  0.71373,  0.94118,  0.28235, -0.90551, -0.00787,  0.41732, -1.00
736, 154, -0.18372,  8.4375,  0.65527,  1.00,  0.90551,  0.05512, -0.4252,  0.00, ---, ---, ---, ---,  0.50293,  0.81152,  0.88235,  0.69412,  0.21961,  0.28235,  0.4252,  0.01575,  0.90551, -1.00
737, 160, -0.34497,  9.85938,  0.61426,  1.00,  0.88189,  0.03937, -0.46457,  0.00, ---, ---, ---, ---,  0.50293,  1.11426,  0.52157,  0.7098,  0.93333,  0.28235,  0.46457,  0.06299,  0.88189, -1.00
738, 153, -0.27148,  8.42969,  1.19922,  1.00,  0.6378,  0.10236,  0.76378,  0.00, ---, ---, ---, ---,  0.64063,  0.81152,  0.3451,  0.70588,  0.21569,  0.28235, -0.76378, -0.0315,  0.64567, -1.00
739, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
740, 155, -0.62305,  8.42188,  1.19629,  1.00, -0.6063,  0.16535,  0.77953,  0.00, ---, ---, ---, ---,  0.74805,  0.81152,  0.98824,  0.72157,  0.21176,  0.28235, -0.7874,  0.01575, -0.61417, -1.00
741, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
742, 153, -0.27148,  8.42969,  1.19922,  1.00,  0.6378,  0.10236,  0.76378,  0.00, ---, ---, ---, ---,  0.64063,  0.81152,  0.3451,  0.70588,  0.21569,  0.28235, -0.76378, -0.0315,  0.64567, -1.00
743, 159, -0.40552,  9.875,  0.99316,  1.00,  0.40945,  0.13386,  0.89764,  0.00, ---, ---, ---, ---,  0.64063,  1.11426,  0.4902,  0.71373,  0.94118,  0.28235, -0.90551, -0.00787,  0.41732, -1.00
744, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
745, 156, -0.67139,  8.42969,  0.79541,  1.00, -0.93701,  0.11811, -0.33071,  0.00, ---, ---, ---, ---,  0.83984,  0.81152,  0.37255,  0.72549,  0.21569,  0.28235,  0.33858,  0.03937, -0.93701, -1.00
746, 155, -0.62305,  8.42188,  1.19629,  1.00, -0.6063,  0.16535,  0.77953,  0.00, ---, ---, ---, ---,  0.74805,  0.81152,  0.98824,  0.72157,  0.21176,  0.28235, -0.7874,  0.01575, -0.61417, -1.00
747, 156, -0.67139,  8.42969,  0.79541,  1.00, -0.93701,  0.11811, -0.33071,  0.00, ---, ---, ---, ---,  0.83984,  0.81152,  0.37255,  0.72549,  0.21569,  0.28235,  0.33858,  0.03937, -0.93701, -1.00
748, 162, -0.4978,  9.85156,  0.53467,  1.00, -0.29134,  0.01575, -0.95276,  0.00, ---, ---, ---, ---,  0.93164,  1.11426,  0.96863,  0.71765,  0.92941,  0.28235,  0.95276,  0.01575, -0.29134, -1.00
749, 157, -0.40674,  8.4375,  0.54834,  1.00, -0.12598,  0.11024, -0.98425,  0.00, ---, ---, ---, ---,  0.93164,  0.81152,  0.5098,  0.71373,  0.21961,  0.28235,  0.99213,  0.01575, -0.12598, -1.00
750, 162, -0.4978,  9.85156,  0.53467,  1.00, -0.29134,  0.01575, -0.95276,  0.00, ---, ---, ---, ---,  0.93164,  1.11426,  0.96863,  0.71765,  0.92941,  0.28235,  0.95276,  0.01575, -0.29134, -1.00
751, 156, -0.67139,  8.42969,  0.79541,  1.00, -0.93701,  0.11811, -0.33071,  0.00, ---, ---, ---, ---,  0.83984,  0.81152,  0.37255,  0.72549,  0.21569,  0.28235,  0.33858,  0.03937, -0.93701, -1.00
752, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
753, 157, -0.40674,  8.4375,  0.54834,  1.00, -0.12598,  0.11024, -0.98425,  0.00, ---, ---, ---, ---,  0.93164,  0.81152,  0.5098,  0.71373,  0.21961,  0.28235,  0.99213,  0.01575, -0.12598, -1.00
754, 163, -0.34497,  9.85938,  0.61426,  1.00,  0.88189,  0.03937, -0.46457,  0.00, ---, ---, ---, ---,  0.99414,  1.11426,  0.52157,  0.7098,  0.93333,  0.28235,  0.46457,  0.02362,  0.88189, -1.00
755, 158, -0.18372,  8.4375,  0.65527,  1.00,  0.90551,  0.05512, -0.4252,  0.00, ---, ---, ---, ---,  0.99414,  0.81152,  0.88235,  0.69412,  0.21961,  0.28235,  0.43307, -0.07874,  0.89764, -1.00
756, 163, -0.34497,  9.85938,  0.61426,  1.00,  0.88189,  0.03937, -0.46457,  0.00, ---, ---, ---, ---,  0.99414,  1.11426,  0.52157,  0.7098,  0.93333,  0.28235,  0.46457,  0.02362,  0.88189, -1.00
757, 157, -0.40674,  8.4375,  0.54834,  1.00, -0.12598,  0.11024, -0.98425,  0.00, ---, ---, ---, ---,  0.93164,  0.81152,  0.5098,  0.71373,  0.21961,  0.28235,  0.99213,  0.01575, -0.12598, -1.00
758, 162, -0.4978,  9.85156,  0.53467,  1.00, -0.29134,  0.01575, -0.95276,  0.00, ---, ---, ---, ---,  0.93164,  1.11426,  0.96863,  0.71765,  0.92941,  0.28235,  0.95276,  0.01575, -0.29134, -1.00
759, 160, -0.34497,  9.85938,  0.61426,  1.00,  0.88189,  0.03937, -0.46457,  0.00, ---, ---, ---, ---,  0.50293,  1.11426,  0.52157,  0.7098,  0.93333,  0.28235,  0.46457,  0.06299,  0.88189, -1.00
760, 164, -0.35986,  10.63281,  0.80859,  1.00,  0.58268,  0.54331,  0.6063,  0.00, ---, ---, ---, ---,  0.61035,  1.39355,  0.76078,  0.7098,  0.31765,  0.28627, -0.65354, -0.12598,  0.74803, -1.00
761, 159, -0.40552,  9.875,  0.99316,  1.00,  0.40945,  0.13386,  0.89764,  0.00, ---, ---, ---, ---,  0.64063,  1.11426,  0.4902,  0.71373,  0.94118,  0.28235, -0.90551, -0.00787,  0.41732, -1.00
762, 164, -0.35986,  10.63281,  0.80859,  1.00,  0.58268,  0.54331,  0.6063,  0.00, ---, ---, ---, ---,  0.61035,  1.39355,  0.76078,  0.7098,  0.31765,  0.28627, -0.65354, -0.12598,  0.74803, -1.00
763, 160, -0.34497,  9.85938,  0.61426,  1.00,  0.88189,  0.03937, -0.46457,  0.00, ---, ---, ---, ---,  0.50293,  1.11426,  0.52157,  0.7098,  0.93333,  0.28235,  0.46457,  0.06299,  0.88189, -1.00
764, 165, -0.35352,  10.69531,  0.60352,  1.00,  0.58268,  0.66929, -0.45669,  0.00, ---, ---, ---, ---,  0.50293,  1.39355,  0.65882,  0.7098,  0.34902,  0.28627,  0.44882,  0.19685,  0.87402, -1.00
765, 166, -0.60156,  10.60938,  0.80615,  1.00, -0.73228,  0.51969,  0.44882,  0.00, ---, ---, ---, ---,  0.77881,  1.39355,  0.81569,  0.72157,  0.30588,  0.28627, -0.56693, -0.08661, -0.8189, -1.00
766, 159, -0.40552,  9.875,  0.99316,  1.00,  0.40945,  0.13386,  0.89764,  0.00, ---, ---, ---, ---,  0.64063,  1.11426,  0.4902,  0.71373,  0.94118,  0.28235, -0.90551, -0.00787,  0.41732, -1.00
767, 164, -0.35986,  10.63281,  0.80859,  1.00,  0.58268,  0.54331,  0.6063,  0.00, ---, ---, ---, ---,  0.61035,  1.39355,  0.76078,  0.7098,  0.31765,  0.28627, -0.65354, -0.12598,  0.74803, -1.00
768, 159, -0.40552,  9.875,  0.99316,  1.00,  0.40945,  0.13386,  0.89764,  0.00, ---, ---, ---, ---,  0.64063,  1.11426,  0.4902,  0.71373,  0.94118,  0.28235, -0.90551, -0.00787,  0.41732, -1.00
769, 166, -0.60156,  10.60938,  0.80615,  1.00, -0.73228,  0.51969,  0.44882,  0.00, ---, ---, ---, ---,  0.77881,  1.39355,  0.81569,  0.72157,  0.30588,  0.28627, -0.56693, -0.08661, -0.8189, -1.00
770, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
771, 167, -0.51318,  10.64844,  0.58203,  1.00, -0.49606,  0.45669, -0.74016,  0.00, ---, ---, ---, ---,  0.90088,  1.39355,  0.10588,  0.72157,  0.32549,  0.28627,  0.86614,  0.22835, -0.44094, -1.00
772, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
773, 166, -0.60156,  10.60938,  0.80615,  1.00, -0.73228,  0.51969,  0.44882,  0.00, ---, ---, ---, ---,  0.77881,  1.39355,  0.81569,  0.72157,  0.30588,  0.28627, -0.56693, -0.08661, -0.8189, -1.00
774, 167, -0.51318,  10.64844,  0.58203,  1.00, -0.49606,  0.45669, -0.74016,  0.00, ---, ---, ---, ---,  0.90088,  1.39355,  0.10588,  0.72157,  0.32549,  0.28627,  0.86614,  0.22835, -0.44094, -1.00
775, 162, -0.4978,  9.85156,  0.53467,  1.00, -0.29134,  0.01575, -0.95276,  0.00, ---, ---, ---, ---,  0.93164,  1.11426,  0.96863,  0.71765,  0.92941,  0.28235,  0.95276,  0.01575, -0.29134, -1.00
776, 161, -0.66846,  9.85938,  0.84717,  1.00, -0.96063,  0.07874,  0.27559,  0.00, ---, ---, ---, ---,  0.79395,  1.11426,  0.34902,  0.72549,  0.93333,  0.28235, -0.27559, -0.04724, -0.96063, -1.00
777, 168, -0.35352,  10.69531,  0.60352,  1.00,  0.58268,  0.66929, -0.45669,  0.00, ---, ---, ---, ---,  0.99414,  1.39355,  0.65882,  0.7098,  0.34902,  0.28627,  0.75591, -0.25197,  0.59843, -1.00
778, 162, -0.4978,  9.85156,  0.53467,  1.00, -0.29134,  0.01575, -0.95276,  0.00, ---, ---, ---, ---,  0.93164,  1.11426,  0.96863,  0.71765,  0.92941,  0.28235,  0.95276,  0.01575, -0.29134, -1.00
779, 167, -0.51318,  10.64844,  0.58203,  1.00, -0.49606,  0.45669, -0.74016,  0.00, ---, ---, ---, ---,  0.90088,  1.39355,  0.10588,  0.72157,  0.32549,  0.28627,  0.86614,  0.22835, -0.44094, -1.00
780, 162, -0.4978,  9.85156,  0.53467,  1.00, -0.29134,  0.01575, -0.95276,  0.00, ---, ---, ---, ---,  0.93164,  1.11426,  0.96863,  0.71765,  0.92941,  0.28235,  0.95276,  0.01575, -0.29134, -1.00
781, 168, -0.35352,  10.69531,  0.60352,  1.00,  0.58268,  0.66929, -0.45669,  0.00, ---, ---, ---, ---,  0.99414,  1.39355,  0.65882,  0.7098,  0.34902,  0.28627,  0.75591, -0.25197,  0.59843, -1.00
782, 163, -0.34497,  9.85938,  0.61426,  1.00,  0.88189,  0.03937, -0.46457,  0.00, ---, ---, ---, ---,  0.99414,  1.11426,  0.52157,  0.7098,  0.93333,  0.28235,  0.46457,  0.02362,  0.88189, -1.00
783, 169, -0.48535,  10.6875,  0.65625,  1.00, -0.29134,  0.96063,  0.00,  0.00, ---, ---, ---, ---,  0.86279,  1.63672,  0.76863,  0.71765,  0.3451,  0.28627,  0.92913,  0.28346, -0.25197, -1.00
784, 164, -0.35986,  10.63281,  0.80859,  1.00,  0.58268,  0.54331,  0.6063,  0.00, ---, ---, ---, ---,  0.61035,  1.39355,  0.76078,  0.7098,  0.31765,  0.28627, -0.65354, -0.12598,  0.74803, -1.00
785, 165, -0.35352,  10.69531,  0.60352,  1.00,  0.58268,  0.66929, -0.45669,  0.00, ---, ---, ---, ---,  0.50293,  1.39355,  0.65882,  0.7098,  0.34902,  0.28627,  0.44882,  0.19685,  0.87402, -1.00
786, 169, -0.48535,  10.6875,  0.65625,  1.00, -0.29134,  0.96063,  0.00,  0.00, ---, ---, ---, ---,  0.86279,  1.63672,  0.76863,  0.71765,  0.3451,  0.28627,  0.92913,  0.28346, -0.25197, -1.00
787, 166, -0.60156,  10.60938,  0.80615,  1.00, -0.73228,  0.51969,  0.44882,  0.00, ---, ---, ---, ---,  0.77881,  1.39355,  0.81569,  0.72157,  0.30588,  0.28627, -0.56693, -0.08661, -0.8189, -1.00
788, 164, -0.35986,  10.63281,  0.80859,  1.00,  0.58268,  0.54331,  0.6063,  0.00, ---, ---, ---, ---,  0.61035,  1.39355,  0.76078,  0.7098,  0.31765,  0.28627, -0.65354, -0.12598,  0.74803, -1.00
789, 169, -0.48535,  10.6875,  0.65625,  1.00, -0.29134,  0.96063,  0.00,  0.00, ---, ---, ---, ---,  0.86279,  1.63672,  0.76863,  0.71765,  0.3451,  0.28627,  0.92913,  0.28346, -0.25197, -1.00
790, 167, -0.51318,  10.64844,  0.58203,  1.00, -0.49606,  0.45669, -0.74016,  0.00, ---, ---, ---, ---,  0.90088,  1.39355,  0.10588,  0.72157,  0.32549,  0.28627,  0.86614,  0.22835, -0.44094, -1.00
791, 166, -0.60156,  10.60938,  0.80615,  1.00, -0.73228,  0.51969,  0.44882,  0.00, ---, ---, ---, ---,  0.77881,  1.39355,  0.81569,  0.72157,  0.30588,  0.28627, -0.56693, -0.08661, -0.8189, -1.00
792, 169, -0.48535,  10.6875,  0.65625,  1.00, -0.29134,  0.96063,  0.00,  0.00, ---, ---, ---, ---,  0.86279,  1.63672,  0.76863,  0.71765,  0.3451,  0.28627,  0.92913,  0.28346, -0.25197, -1.00
793, 168, -0.35352,  10.69531,  0.60352,  1.00,  0.58268,  0.66929, -0.45669,  0.00, ---, ---, ---, ---,  0.99414,  1.39355,  0.65882,  0.7098,  0.34902,  0.28627,  0.75591, -0.25197,  0.59843, -1.00
794, 167, -0.51318,  10.64844,  0.58203,  1.00, -0.49606,  0.45669, -0.74016,  0.00, ---, ---, ---, ---,  0.90088,  1.39355,  0.10588,  0.72157,  0.32549,  0.28627,  0.86614,  0.22835, -0.44094, -1.00
795, 77,  0.80957,  3.73242,  0.15149,  1.00,  0.85827,  0.38583, -0.33858,  0.00, ---, ---, ---, ---,  0.0563,  0.55518,  0.47843,  0.22745,  0.46667,  0.26275,  0.32283,  0.11024,  0.93701, -1.00
796, 170,  0.37939,  4.13281,  0.04837,  1.00,  0.29921,  0.86614, -0.40157,  0.00, ---, ---, ---, ---,  0.02907,  0.62793,  0.07059,  0.21176,  0.13333,  0.26667,  0.62992,  0.13386,  0.76378, -1.00
797, 171,  0.58594,  4.17578,  0.14819,  1.00,  0.33071,  0.88189, -0.33071,  0.00, ---, ---, ---, ---,  0.05017,  0.62402,  0.6902,  0.21961,  0.17647,  0.26667,  0.70866,  0.00,  0.70866, -1.00
798, 171,  0.58594,  4.17578,  0.14819,  1.00,  0.33071,  0.88189, -0.33071,  0.00, ---, ---, ---, ---,  0.05017,  0.62402,  0.6902,  0.21961,  0.17647,  0.26667,  0.70866,  0.00,  0.70866, -1.00
799, 172,  0.72754,  4.05078,  0.39697,  1.00,  0.64567,  0.5748,  0.50394,  0.00, ---, ---, ---, ---,  0.08575,  0.61133,  0.82353,  0.22353,  0.05098,  0.26667,  0.00, -0.66142,  0.75591, -1.00
800, 77,  0.80957,  3.73242,  0.15149,  1.00,  0.85827,  0.38583, -0.33858,  0.00, ---, ---, ---, ---,  0.0563,  0.55518,  0.47843,  0.22745,  0.46667,  0.26275,  0.32283,  0.11024,  0.93701, -1.00
801, 171,  0.58594,  4.17578,  0.14819,  1.00,  0.33071,  0.88189, -0.33071,  0.00, ---, ---, ---, ---,  0.05017,  0.62402,  0.6902,  0.21961,  0.17647,  0.26667,  0.70866,  0.00,  0.70866, -1.00
802, 173,  0.66699,  4.04688,  0.41138,  1.00, -0.3937,  0.4252,  0.8189,  0.00, ---, ---, ---, ---,  0.09253,  0.62646,  0.33725,  0.22353,  0.04706,  0.26667,  0.09449, -0.86614,  0.49606, -1.00
803, 172,  0.72754,  4.05078,  0.39697,  1.00,  0.64567,  0.5748,  0.50394,  0.00, ---, ---, ---, ---,  0.08575,  0.61133,  0.82353,  0.22353,  0.05098,  0.26667,  0.00, -0.66142,  0.75591, -1.00
804, 173,  0.66699,  4.04688,  0.41138,  1.00, -0.3937,  0.4252,  0.8189,  0.00, ---, ---, ---, ---,  0.09253,  0.62646,  0.33725,  0.22353,  0.04706,  0.26667,  0.09449, -0.86614,  0.49606, -1.00
805, 171,  0.58594,  4.17578,  0.14819,  1.00,  0.33071,  0.88189, -0.33071,  0.00, ---, ---, ---, ---,  0.05017,  0.62402,  0.6902,  0.21961,  0.17647,  0.26667,  0.70866,  0.00,  0.70866, -1.00
806, 174,  0.56299,  4.15625,  0.18689,  1.00, -0.33858,  0.75591,  0.56693,  0.00, ---, ---, ---, ---,  0.05402,  0.63818,  0.50588,  0.21961,  0.15686,  0.26667,  0.62992, -0.26772,  0.73228, -1.00
807, 170,  0.37939,  4.13281,  0.04837,  1.00,  0.29921,  0.86614, -0.40157,  0.00, ---, ---, ---, ---,  0.02907,  0.62793,  0.07059,  0.21176,  0.13333,  0.26667,  0.62992,  0.13386,  0.76378, -1.00
808, 174,  0.56299,  4.15625,  0.18689,  1.00, -0.33858,  0.75591,  0.56693,  0.00, ---, ---, ---, ---,  0.05402,  0.63818,  0.50588,  0.21961,  0.15686,  0.26667,  0.62992, -0.26772,  0.73228, -1.00
809, 171,  0.58594,  4.17578,  0.14819,  1.00,  0.33071,  0.88189, -0.33071,  0.00, ---, ---, ---, ---,  0.05017,  0.62402,  0.6902,  0.21961,  0.17647,  0.26667,  0.70866,  0.00,  0.70866, -1.00
810, 174,  0.56299,  4.15625,  0.18689,  1.00, -0.33858,  0.75591,  0.56693,  0.00, ---, ---, ---, ---,  0.05402,  0.63818,  0.50588,  0.21961,  0.15686,  0.26667,  0.62992, -0.26772,  0.73228, -1.00
811, 170,  0.37939,  4.13281,  0.04837,  1.00,  0.29921,  0.86614, -0.40157,  0.00, ---, ---, ---, ---,  0.02907,  0.62793,  0.07059,  0.21176,  0.13333,  0.26667,  0.62992,  0.13386,  0.76378, -1.00
812, 175,  0.35498,  4.12891,  0.08002,  1.00, -0.31496,  0.75591,  0.5748,  0.00, ---, ---, ---, ---,  0.02554,  0.64063,  0.68235,  0.20784,  0.12941,  0.26667,  0.76378, -0.15748,  0.62205, -1.00
813, 170,  0.37939,  4.13281,  0.04837,  1.00,  0.29921,  0.86614, -0.40157,  0.00, ---, ---, ---, ---,  0.02907,  0.62793,  0.07059,  0.21176,  0.13333,  0.26667,  0.62992,  0.13386,  0.76378, -1.00
814, 176,  0.15027,  4.18359, -0.06696,  1.00,  0.4252,  0.59055, -0.68504,  0.00, ---, ---, ---, ---,  0.01016,  0.66895,  0.81176,  0.18824,  0.18431,  0.26667,  0.40157,  0.55906,  0.73228, -1.00
815, 175,  0.35498,  4.12891,  0.08002,  1.00, -0.31496,  0.75591,  0.5748,  0.00, ---, ---, ---, ---,  0.02554,  0.64063,  0.68235,  0.20784,  0.12941,  0.26667,  0.76378, -0.15748,  0.62205, -1.00
816, 176,  0.15027,  4.18359, -0.06696,  1.00,  0.4252,  0.59055, -0.68504,  0.00, ---, ---, ---, ---,  0.01016,  0.66895,  0.81176,  0.18824,  0.18431,  0.26667,  0.40157,  0.55906,  0.73228, -1.00
817, 170,  0.37939,  4.13281,  0.04837,  1.00,  0.29921,  0.86614, -0.40157,  0.00, ---, ---, ---, ---,  0.02907,  0.62793,  0.07059,  0.21176,  0.13333,  0.26667,  0.62992,  0.13386,  0.76378, -1.00
818, 78,  0.51367,  3.59961, -0.2998,  1.00,  0.51969,  0.46457, -0.70866,  0.00, ---, ---, ---, ---,  0.01016,  0.55518,  0.1098,  0.21961,  0.20,  0.26275,  0.68504,  0.25984,  0.67717, -1.00
819, 78,  0.51367,  3.59961, -0.2998,  1.00,  0.51969,  0.46457, -0.70866,  0.00, ---, ---, ---, ---,  0.01016,  0.55518,  0.1098,  0.21961,  0.20,  0.26275,  0.68504,  0.25984,  0.67717, -1.00
820, 170,  0.37939,  4.13281,  0.04837,  1.00,  0.29921,  0.86614, -0.40157,  0.00, ---, ---, ---, ---,  0.02907,  0.62793,  0.07059,  0.21176,  0.13333,  0.26667,  0.62992,  0.13386,  0.76378, -1.00
821, 77,  0.80957,  3.73242,  0.15149,  1.00,  0.85827,  0.38583, -0.33858,  0.00, ---, ---, ---, ---,  0.0563,  0.55518,  0.47843,  0.22745,  0.46667,  0.26275,  0.32283,  0.11024,  0.93701, -1.00
822, 77,  0.80957,  3.73242,  0.15149,  1.00,  0.85827,  0.38583, -0.33858,  0.00, ---, ---, ---, ---,  0.0563,  0.55518,  0.47843,  0.22745,  0.46667,  0.26275,  0.32283,  0.11024,  0.93701, -1.00
823, 172,  0.72754,  4.05078,  0.39697,  1.00,  0.64567,  0.5748,  0.50394,  0.00, ---, ---, ---, ---,  0.08575,  0.61133,  0.82353,  0.22353,  0.05098,  0.26667,  0.00, -0.66142,  0.75591, -1.00
824, 75,  0.80713,  3.71875,  0.40454,  1.00,  0.83465,  0.29134,  0.46457,  0.00, ---, ---, ---, ---,  0.07379,  0.55518,  0.45882,  0.22745,  0.43922,  0.26275, -0.35433, -0.3622,  0.86614, -1.00
825, 173,  0.66699,  4.04688,  0.41138,  1.00, -0.3937,  0.4252,  0.8189,  0.00, ---, ---, ---, ---,  0.09253,  0.62646,  0.33725,  0.22353,  0.04706,  0.26667,  0.09449, -0.86614,  0.49606, -1.00
826, 75,  0.80713,  3.71875,  0.40454,  1.00,  0.83465,  0.29134,  0.46457,  0.00, ---, ---, ---, ---,  0.07379,  0.55518,  0.45882,  0.22745,  0.43922,  0.26275, -0.35433, -0.3622,  0.86614, -1.00
827, 172,  0.72754,  4.05078,  0.39697,  1.00,  0.64567,  0.5748,  0.50394,  0.00, ---, ---, ---, ---,  0.08575,  0.61133,  0.82353,  0.22353,  0.05098,  0.26667,  0.00, -0.66142,  0.75591, -1.00
828, 177,  0.70313,  3.76758,  0.45361,  1.00,  0.61417,  0.40945,  0.66929,  0.00, ---, ---, ---, ---,  0.11871,  0.58838,  0.62745,  0.22353,  0.53725,  0.26275, -0.25984, -0.70079,  0.66142, -1.00
