VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
281, 208,  0.35425,  2.23438, -0.74902,  1.00, -1.00,  0.02362,  0.02362,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67969,  0.50244,  0.67059,  0.20784,  0.47059,  0.25098, -0.01575,  0.34646, -0.93701, -1.00
282, 210,  0.37158,  2.79297, -0.66748,  1.00,  0.0315,  1.00,  0.07087,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.61279,  0.94902,  0.20784,  0.58824,  0.2549,  0.00, -0.07087,  1.00, -1.00
283, 211,  0.36938,  2.72852,  0.25488,  1.00,  0.00787,  0.99213,  0.13386,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66748,  0.61279,  0.91373,  0.20784,  0.45882,  0.2549, -0.0315, -0.13386,  0.99213, -1.00
284, 212,  0.78857,  2.78516, -0.7666,  1.00,  0.18898,  0.98425, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.59912,  0.3098,  0.22745,  0.57255,  0.2549,  0.08661,  0.00,  1.00, -1.00
285, 212,  0.78857,  2.78516, -0.7666,  1.00,  0.18898,  0.98425, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.59912,  0.3098,  0.22745,  0.57255,  0.2549,  0.08661,  0.00,  1.00, -1.00
286, 211,  0.36938,  2.72852,  0.25488,  1.00,  0.00787,  0.99213,  0.13386,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66748,  0.61279,  0.91373,  0.20784,  0.45882,  0.2549, -0.0315, -0.13386,  0.99213, -1.00
287, 213,  1.17188,  2.71484, -0.19373,  1.00,  0.71654,  0.70079,  0.04724,  0.00,  1.00,  1.00,  1.00,  1.00,  0.6499,  0.5874,  0.6902,  0.23529,  0.43137,  0.2549,  0.01575, -0.08661,  1.00, -1.00
288, 212,  0.78857,  2.78516, -0.7666,  1.00,  0.18898,  0.98425, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.59912,  0.3098,  0.22745,  0.57255,  0.2549,  0.08661,  0.00,  1.00, -1.00
289, 213,  1.17188,  2.71484, -0.19373,  1.00,  0.71654,  0.70079,  0.04724,  0.00,  1.00,  1.00,  1.00,  1.00,  0.6499,  0.5874,  0.6902,  0.23529,  0.43137,  0.2549,  0.01575, -0.08661,  1.00, -1.00
290, 214,  1.1709,  2.5918, -0.75537,  1.00,  0.59843,  0.77953, -0.17323,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.58105,  0.68627,  0.23529,  0.18431,  0.2549,  0.20472,  0.06299,  0.97638, -1.00
291, 215,  1.18555,  2.46094,  0.40723,  1.00,  0.53543,  0.68504,  0.49606,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.58105,  0.7451,  0.23529,  0.92549,  0.25098, -0.14173, -0.51181,  0.85039, -1.00
292, 214,  1.1709,  2.5918, -0.75537,  1.00,  0.59843,  0.77953, -0.17323,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.58105,  0.68627,  0.23529,  0.18431,  0.2549,  0.20472,  0.06299,  0.97638, -1.00
293, 213,  1.17188,  2.71484, -0.19373,  1.00,  0.71654,  0.70079,  0.04724,  0.00,  1.00,  1.00,  1.00,  1.00,  0.6499,  0.5874,  0.6902,  0.23529,  0.43137,  0.2549,  0.01575, -0.08661,  1.00, -1.00
294, 215,  1.18555,  2.46094,  0.40723,  1.00,  0.53543,  0.68504,  0.49606,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.58105,  0.7451,  0.23529,  0.92549,  0.25098, -0.14173, -0.51181,  0.85039, -1.00
295, 213,  1.17188,  2.71484, -0.19373,  1.00,  0.71654,  0.70079,  0.04724,  0.00,  1.00,  1.00,  1.00,  1.00,  0.6499,  0.5874,  0.6902,  0.23529,  0.43137,  0.2549,  0.01575, -0.08661,  1.00, -1.00
296, 216,  0.81689,  2.68555,  0.43628,  1.00,  0.29134,  0.86614,  0.3937,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67432,  0.59766,  0.53725,  0.22745,  0.37255,  0.2549, -0.24409, -0.33071,  0.91339, -1.00
297, 213,  1.17188,  2.71484, -0.19373,  1.00,  0.71654,  0.70079,  0.04724,  0.00,  1.00,  1.00,  1.00,  1.00,  0.6499,  0.5874,  0.6902,  0.23529,  0.43137,  0.2549,  0.01575, -0.08661,  1.00, -1.00
298, 211,  0.36938,  2.72852,  0.25488,  1.00,  0.00787,  0.99213,  0.13386,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66748,  0.61279,  0.91373,  0.20784,  0.45882,  0.2549, -0.0315, -0.13386,  0.99213, -1.00
299, 216,  0.81689,  2.68555,  0.43628,  1.00,  0.29134,  0.86614,  0.3937,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67432,  0.59766,  0.53725,  0.22745,  0.37255,  0.2549, -0.24409, -0.33071,  0.91339, -1.00
300, 211,  0.36938,  2.72852,  0.25488,  1.00,  0.00787,  0.99213,  0.13386,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66748,  0.61279,  0.91373,  0.20784,  0.45882,  0.2549, -0.0315, -0.13386,  0.99213, -1.00
301, 217,  0.60693,  2.66797,  0.58154,  1.00,  0.08661,  0.92913,  0.35433,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.604,  0.85882,  0.21961,  0.33725,  0.2549, -0.11811, -0.34646,  0.92913, -1.00
302, 216,  0.81689,  2.68555,  0.43628,  1.00,  0.29134,  0.86614,  0.3937,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67432,  0.59766,  0.53725,  0.22745,  0.37255,  0.2549, -0.24409, -0.33071,  0.91339, -1.00
303, 217,  0.60693,  2.66797,  0.58154,  1.00,  0.08661,  0.92913,  0.35433,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.604,  0.85882,  0.21961,  0.33725,  0.2549, -0.11811, -0.34646,  0.92913, -1.00
304, 215,  1.18555,  2.46094,  0.40723,  1.00,  0.53543,  0.68504,  0.49606,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.58105,  0.7451,  0.23529,  0.92549,  0.25098, -0.14173, -0.51181,  0.85039, -1.00
305, 216,  0.81689,  2.68555,  0.43628,  1.00,  0.29134,  0.86614,  0.3937,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67432,  0.59766,  0.53725,  0.22745,  0.37255,  0.2549, -0.24409, -0.33071,  0.91339, -1.00
306, 217,  0.60693,  2.66797,  0.58154,  1.00,  0.08661,  0.92913,  0.35433,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.604,  0.85882,  0.21961,  0.33725,  0.2549, -0.11811, -0.34646,  0.92913, -1.00
307, 211,  0.36938,  2.72852,  0.25488,  1.00,  0.00787,  0.99213,  0.13386,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66748,  0.61279,  0.91373,  0.20784,  0.45882,  0.2549, -0.0315, -0.13386,  0.99213, -1.00
308, 218,  0.37451,  2.63281,  0.56885,  1.00, -0.15748,  0.94488,  0.29134,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.61279,  0.99608,  0.20784,  0.26667,  0.2549,  0.01575, -0.29134,  0.95276, -1.00
309, 215,  1.18555,  2.46094,  0.40723,  1.00,  0.53543,  0.68504,  0.49606,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.58105,  0.7451,  0.23529,  0.92549,  0.25098, -0.14173, -0.51181,  0.85039, -1.00
310, 217,  0.60693,  2.66797,  0.58154,  1.00,  0.08661,  0.92913,  0.35433,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.604,  0.85882,  0.21961,  0.33725,  0.2549, -0.11811, -0.34646,  0.92913, -1.00
311, 219,  1.17871,  2.27734,  0.59033,  1.00,  0.4252,  0.62992,  0.64567,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.58105,  0.71765,  0.23529,  0.55686,  0.25098, -0.02362, -0.70866,  0.70866, -1.00
312, 220,  1.1875,  2.05469, -0.76465,  1.00,  0.02362,  0.00787, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62598,  0.61816,  0.75294,  0.23529,  0.1098,  0.25098, -0.07087, -1.00, -0.01575, -1.00
313, 221,  0.3562,  2.63086, -0.77393,  1.00, -0.08661,  0.2126, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.61182,  0.58984,  0.70196,  0.20784,  0.26275,  0.2549, -0.06299, -0.97638, -0.20472, -1.00
314, 222,  0.78857,  2.78516, -0.7666,  1.00, -0.00787,  0.09449, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.60498,  0.60352,  0.3098,  0.22745,  0.57255,  0.2549, -0.03937, -0.99213, -0.09449, -1.00
315, 220,  1.1875,  2.05469, -0.76465,  1.00,  0.02362,  0.00787, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62598,  0.61816,  0.75294,  0.23529,  0.1098,  0.25098, -0.07087, -1.00, -0.01575, -1.00
316, 222,  0.78857,  2.78516, -0.7666,  1.00, -0.00787,  0.09449, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.60498,  0.60352,  0.3098,  0.22745,  0.57255,  0.2549, -0.03937, -0.99213, -0.09449, -1.00
317, 223,  1.1709,  2.5918, -0.75537,  1.00,  0.03937,  0.01575, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.60498,  0.61816,  0.68627,  0.23529,  0.18431,  0.2549,  0.0315, -1.00, -0.01575, -1.00
318, 224,  0.88477,  2.0625, -0.77002,  1.00,  0.00787,  0.00, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62598,  0.60889,  0.07843,  0.23137,  0.12549,  0.25098, -0.14173, -0.99213,  0.00, -1.00
319, 221,  0.3562,  2.63086, -0.77393,  1.00, -0.08661,  0.2126, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.61182,  0.58984,  0.70196,  0.20784,  0.26275,  0.2549, -0.06299, -0.97638, -0.20472, -1.00
320, 220,  1.1875,  2.05469, -0.76465,  1.00,  0.02362,  0.00787, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62598,  0.61816,  0.75294,  0.23529,  0.1098,  0.25098, -0.07087, -1.00, -0.01575, -1.00
321, 221,  0.3562,  2.63086, -0.77393,  1.00, -0.08661,  0.2126, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.61182,  0.58984,  0.70196,  0.20784,  0.26275,  0.2549, -0.06299, -0.97638, -0.20472, -1.00
322, 224,  0.88477,  2.0625, -0.77002,  1.00,  0.00787,  0.00, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62598,  0.60889,  0.07843,  0.23137,  0.12549,  0.25098, -0.14173, -0.99213,  0.00, -1.00
323, 225,  0.35425,  2.23438, -0.74902,  1.00, -0.05512, -0.06299, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62598,  0.58984,  0.67059,  0.20784,  0.47059,  0.25098, -0.00787, -1.00,  0.06299, -1.00
324, 222,  0.78857,  2.78516, -0.7666,  1.00, -0.00787,  0.09449, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.60498,  0.60352,  0.3098,  0.22745,  0.57255,  0.2549, -0.03937, -0.99213, -0.09449, -1.00
325, 221,  0.3562,  2.63086, -0.77393,  1.00, -0.08661,  0.2126, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.61182,  0.58984,  0.70196,  0.20784,  0.26275,  0.2549, -0.06299, -0.97638, -0.20472, -1.00
326, 226,  0.37158,  2.79297, -0.66748,  1.00, -0.1811,  0.55118, -0.81102,  0.00,  1.00,  1.00,  1.00,  1.00,  0.60498,  0.58984,  0.94902,  0.20784,  0.58824,  0.2549, -0.07874, -0.83465, -0.55118, -1.00
327, 227,  1.1875,  2.05469, -0.76465,  1.00, -0.01575, -1.00, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68164,  0.52979,  0.75294,  0.23529,  0.1098,  0.25098,  0.00787,  0.01575, -1.00, -1.00
328, 228,  1.17773,  2.03711,  0.59814,  1.00, -0.01575, -1.00, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.52979,  0.71373,  0.23529,  0.07451,  0.25098, -0.01575,  0.01575, -1.00, -1.00
329, 229,  0.35449,  2.0625, -0.40747,  1.00, -0.11811, -0.97638, -0.16535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66797,  0.55762,  0.67451,  0.20784,  0.12549,  0.25098,  0.00787,  0.16535, -0.98425, -1.00
330, 229,  0.35449,  2.0625, -0.40747,  1.00, -0.11811, -0.97638, -0.16535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66797,  0.55762,  0.67451,  0.20784,  0.12549,  0.25098,  0.00787,  0.16535, -0.98425, -1.00
331, 228,  1.17773,  2.03711,  0.59814,  1.00, -0.01575, -1.00, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.52979,  0.71373,  0.23529,  0.07451,  0.25098, -0.01575,  0.01575, -1.00, -1.00
332, 230,  0.38965,  2.05078,  0.58154,  1.00, -0.01575, -1.00, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.55762,  0.23529,  0.21176,  0.10196,  0.25098, -0.03937,  0.01575, -1.00, -1.00
333, 231,  0.35425,  2.23438, -0.74902,  1.00, -0.29134, -0.85827, -0.4252,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68164,  0.55762,  0.67059,  0.20784,  0.47059,  0.25098,  0.00,  0.44882, -0.89764, -1.00
334, 232,  0.88477,  2.0625, -0.77002,  1.00, -0.29134, -0.85827, -0.4252,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68164,  0.53955,  0.07843,  0.23137,  0.12549,  0.25098,  0.00,  0.44882, -0.89764, -1.00
335, 229,  0.35449,  2.0625, -0.40747,  1.00, -0.11811, -0.97638, -0.16535,  0.00,  1.00,  1.00,  1.00,  1.00,  0.66797,  0.55762,  0.67451,  0.20784,  0.12549,  0.25098,  0.00787,  0.16535, -0.98425, -1.00
336, 233,  1.1709,  2.5918, -0.75537,  1.00,  1.00,  0.0315, -0.00787,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.57715,  0.68627,  0.23529,  0.18431,  0.2549,  0.01575, -0.11024,  0.99213, -1.00
337, 234,  1.18555,  2.46094,  0.40723,  1.00,  1.00,  0.00,  0.00787,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.57715,  0.7451,  0.23529,  0.92549,  0.25098, -0.00787, -0.13386,  0.99213, -1.00
338, 235,  1.1875,  2.05469, -0.76465,  1.00,  1.00,  0.02362, -0.00787,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.5625,  0.75294,  0.23529,  0.1098,  0.25098,  0.00787, -0.08661,  1.00, -1.00
339, 236,  1.17773,  2.03711,  0.59814,  1.00,  1.00, -0.00787,  0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.5625,  0.71373,  0.23529,  0.07451,  0.25098, -0.01575, -0.20472,  0.97638, -1.00
340, 235,  1.1875,  2.05469, -0.76465,  1.00,  1.00,  0.02362, -0.00787,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62988,  0.5625,  0.75294,  0.23529,  0.1098,  0.25098,  0.00787, -0.08661,  1.00, -1.00
341, 234,  1.18555,  2.46094,  0.40723,  1.00,  1.00,  0.00,  0.00787,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.57715,  0.7451,  0.23529,  0.92549,  0.25098, -0.00787, -0.13386,  0.99213, -1.00
342, 237,  1.17871,  2.27734,  0.59033,  1.00,  1.00,  0.00,  0.03937,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.57715,  0.71765,  0.23529,  0.55686,  0.25098, -0.02362, -0.70866,  0.70866, -1.00
343, 236,  1.17773,  2.03711,  0.59814,  1.00,  1.00, -0.00787,  0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.68213,  0.5625,  0.71373,  0.23529,  0.07451,  0.25098, -0.01575, -0.20472,  0.97638, -1.00
344, 234,  1.18555,  2.46094,  0.40723,  1.00,  1.00,  0.00,  0.00787,  0.00,  1.00,  1.00,  1.00,  1.00,  0.67334,  0.57715,  0.7451,  0.23529,  0.92549,  0.25098, -0.00787, -0.13386,  0.99213, -1.00
345, 238,  0.38965,  2.05078,  0.58154,  1.00, -0.02362,  0.01575,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62549,  0.5376,  0.23529,  0.21176,  0.10196,  0.25098,  0.00, -1.00,  0.01575,  1.00
346, 239,  0.60693,  2.66797,  0.58154,  1.00, -0.0315,  0.01575,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.604,  0.54492,  0.85882,  0.21961,  0.33725,  0.2549,  0.00787, -1.00,  0.01575,  1.00
347, 240,  0.37451,  2.63281,  0.56885,  1.00, -0.05512,  0.02362,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.604,  0.5376,  0.99608,  0.20784,  0.26667,  0.2549,  0.02362, -1.00,  0.02362,  1.00
348, 239,  0.60693,  2.66797,  0.58154,  1.00, -0.0315,  0.01575,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.604,  0.54492,  0.85882,  0.21961,  0.33725,  0.2549,  0.00787, -1.00,  0.01575,  1.00
349, 238,  0.38965,  2.05078,  0.58154,  1.00, -0.02362,  0.01575,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62549,  0.5376,  0.23529,  0.21176,  0.10196,  0.25098,  0.00, -1.00,  0.01575,  1.00
350, 241,  1.17871,  2.27734,  0.59033,  1.00, -0.01575,  0.02362,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.61621,  0.56543,  0.71765,  0.23529,  0.55686,  0.25098, -0.00787, -1.00,  0.02362,  1.00
351, 241,  1.17871,  2.27734,  0.59033,  1.00, -0.01575,  0.02362,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.61621,  0.56543,  0.71765,  0.23529,  0.55686,  0.25098, -0.00787, -1.00,  0.02362,  1.00
352, 238,  0.38965,  2.05078,  0.58154,  1.00, -0.02362,  0.01575,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62549,  0.5376,  0.23529,  0.21176,  0.10196,  0.25098,  0.00, -1.00,  0.01575,  1.00
353, 242,  1.17773,  2.03711,  0.59814,  1.00, -0.02362,  0.0315,  1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.62549,  0.56543,  0.71373,  0.23529,  0.07451,  0.25098,  0.00, -1.00,  0.0315,  1.00
354, 243, -0.13049,  2.73828, -0.7959,  1.00, -0.14961,  0.14173, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51855,  0.50244,  0.17647,  0.6902,  0.47843,  0.2549,  0.98425, -0.07087, -0.16535, -1.00
355, 244,  0.48877,  3.22656, -0.82178,  1.00,  0.00787, -0.05512, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55078,  0.521,  0.82353,  0.21569,  0.4549,  0.25882,  1.00,  0.00787,  0.00787, -1.00
356, 245,  0.7749,  2.83398, -0.77441,  1.00,  0.03937, -0.09449, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.50244,  0.20,  0.22745,  0.67059,  0.2549,  1.00,  0.00787,  0.03937, -1.00
357, 246, -0.43604,  2.77148, -0.72754,  1.00, -0.14173,  0.07874, -0.98425,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.50244,  0.98039,  0.71373,  0.5451,  0.2549,  0.99213,  0.07087, -0.13386, -1.00
358, 244,  0.48877,  3.22656, -0.82178,  1.00,  0.00787, -0.05512, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55078,  0.521,  0.82353,  0.21569,  0.4549,  0.25882,  1.00,  0.00787,  0.00787, -1.00
359, 243, -0.13049,  2.73828, -0.7959,  1.00, -0.14961,  0.14173, -0.97638,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51855,  0.50244,  0.17647,  0.6902,  0.47843,  0.2549,  0.98425, -0.07087, -0.16535, -1.00
360, 247, -0.45605,  3.07422, -0.71826,  1.00, -0.11024,  0.02362, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.521,  0.29804,  0.71765,  0.14902,  0.25882,  0.98425,  0.15748, -0.11024, -1.00
361, 244,  0.48877,  3.22656, -0.82178,  1.00,  0.00787, -0.05512, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55078,  0.521,  0.82353,  0.21569,  0.4549,  0.25882,  1.00,  0.00787,  0.00787, -1.00
362, 246, -0.43604,  2.77148, -0.72754,  1.00, -0.14173,  0.07874, -0.98425,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.50244,  0.98039,  0.71373,  0.5451,  0.2549,  0.99213,  0.07087, -0.13386, -1.00
363, 248,  0.7251,  3.17578, -0.80518,  1.00,  0.04724, -0.08661, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.521,  0.80392,  0.22353,  0.35294,  0.25882,  0.97638, -0.2126,  0.07087, -1.00
364, 245,  0.7749,  2.83398, -0.77441,  1.00,  0.03937, -0.09449, -0.99213,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.50244,  0.20,  0.22745,  0.67059,  0.2549,  1.00,  0.00787,  0.03937, -1.00
365, 244,  0.48877,  3.22656, -0.82178,  1.00,  0.00787, -0.05512, -1.00,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55078,  0.521,  0.82353,  0.21569,  0.4549,  0.25882,  1.00,  0.00787,  0.00787, -1.00
366, 249, -0.38184,  2.73242, -0.13477,  1.00, -0.16535, -0.86614,  0.47244,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50781,  0.59229,  0.1098,  0.71373,  0.46667,  0.2549,  0.98425, -0.12598,  0.11811, -1.00
367, 250, -0.4519,  2.71484, -0.49951,  1.00, -0.0315, -1.00, -0.02362,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.60938,  0.23137,  0.71765,  0.43137,  0.2549,  1.00, -0.0315, -0.02362, -1.00
368, 251,  0.7749,  2.83398, -0.77441,  1.00,  0.18898, -0.97638,  0.05512,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.62207,  0.20,  0.22745,  0.67059,  0.2549,  0.98425,  0.18898, -0.03937, -1.00
369, 250, -0.4519,  2.71484, -0.49951,  1.00, -0.0315, -1.00, -0.02362,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.60938,  0.23137,  0.71765,  0.43137,  0.2549,  1.00, -0.0315, -0.02362, -1.00
370, 252, -0.13049,  2.73828, -0.7959,  1.00,  0.05512, -1.00, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51855,  0.62207,  0.17647,  0.6902,  0.47843,  0.2549,  1.00,  0.05512, -0.02362, -1.00
371, 251,  0.7749,  2.83398, -0.77441,  1.00,  0.18898, -0.97638,  0.05512,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.62207,  0.20,  0.22745,  0.67059,  0.2549,  0.98425,  0.18898, -0.03937, -1.00
372, 253, -0.48145,  2.81641, -0.0885,  1.00, -0.3622, -0.73228,  0.5748,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.58789,  0.70588,  0.71765,  0.63529,  0.2549,  0.92913, -0.29921,  0.2126, -1.00
373, 250, -0.4519,  2.71484, -0.49951,  1.00, -0.0315, -1.00, -0.02362,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.60938,  0.23137,  0.71765,  0.43137,  0.2549,  1.00, -0.0315, -0.02362, -1.00
374, 249, -0.38184,  2.73242, -0.13477,  1.00, -0.16535, -0.86614,  0.47244,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50781,  0.59229,  0.1098,  0.71373,  0.46667,  0.2549,  0.98425, -0.12598,  0.11811, -1.00
375, 252, -0.13049,  2.73828, -0.7959,  1.00,  0.05512, -1.00, -0.01575,  0.00,  1.00,  1.00,  1.00,  1.00,  0.51855,  0.62207,  0.17647,  0.6902,  0.47843,  0.2549,  1.00,  0.05512, -0.02362, -1.00
376, 250, -0.4519,  2.71484, -0.49951,  1.00, -0.0315, -1.00, -0.02362,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.60938,  0.23137,  0.71765,  0.43137,  0.2549,  1.00, -0.0315, -0.02362, -1.00
377, 254, -0.43604,  2.77148, -0.72754,  1.00, -0.15748, -0.95276, -0.25197,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.62207,  0.98039,  0.71373,  0.5451,  0.2549,  0.9685, -0.11024, -0.22047, -1.00
378, 255,  0.61572,  2.84375, -0.10333,  1.00,  0.28346, -0.71654,  0.6378,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55615,  0.59082,  0.92941,  0.21961,  0.6902,  0.2549,  0.95276,  0.28346, -0.11024, -1.00
379, 249, -0.38184,  2.73242, -0.13477,  1.00, -0.16535, -0.86614,  0.47244,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50781,  0.59229,  0.1098,  0.71373,  0.46667,  0.2549,  0.98425, -0.12598,  0.11811, -1.00
380, 251,  0.7749,  2.83398, -0.77441,  1.00,  0.18898, -0.97638,  0.05512,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.62207,  0.20,  0.22745,  0.67059,  0.2549,  0.98425,  0.18898, -0.03937, -1.00
381, 255,  0.61572,  2.84375, -0.10333,  1.00,  0.28346, -0.71654,  0.6378,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55615,  0.59082,  0.92941,  0.21961,  0.6902,  0.2549,  0.95276,  0.28346, -0.11024, -1.00
382, 253, -0.48145,  2.81641, -0.0885,  1.00, -0.3622, -0.73228,  0.5748,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.58789,  0.70588,  0.71765,  0.63529,  0.2549,  0.92913, -0.29921,  0.2126, -1.00
383, 249, -0.38184,  2.73242, -0.13477,  1.00, -0.16535, -0.86614,  0.47244,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50781,  0.59229,  0.1098,  0.71373,  0.46667,  0.2549,  0.98425, -0.12598,  0.11811, -1.00
384, 255,  0.61572,  2.84375, -0.10333,  1.00,  0.28346, -0.71654,  0.6378,  0.00,  1.00,  1.00,  1.00,  1.00,  0.55615,  0.59082,  0.92941,  0.21961,  0.6902,  0.2549,  0.95276,  0.28346, -0.11024, -1.00
385, 251,  0.7749,  2.83398, -0.77441,  1.00,  0.18898, -0.97638,  0.05512,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.62207,  0.20,  0.22745,  0.67059,  0.2549,  0.98425,  0.18898, -0.03937, -1.00
386, 256,  0.71875,  2.94531, -0.09357,  1.00,  0.5748, -0.62992,  0.52756,  0.00,  1.00,  1.00,  1.00,  1.00,  0.56152,  0.58789,  0.75294,  0.22353,  0.89412,  0.2549,  0.81102,  0.51969, -0.25984, -1.00
387, 253, -0.48145,  2.81641, -0.0885,  1.00, -0.3622, -0.73228,  0.5748,  0.00,  1.00,  1.00,  1.00,  1.00,  0.50391,  0.58789,  0.70588,  0.71765,  0.63529,  0.2549,  0.92913, -0.29921,  0.2126, -1.00
