VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
1315, 306,  0.87939,  0.52393,  0.17493,  1.00, -0.96063, -0.18898, -0.18898,  0.00,  0.28125,  0.43359,  0.31689,  0.36328,  0.37964,  0.40747, -0.19685,  0.00,  0.98425,  1.00
1316, 303,  0.90137,  0.375,  0.17932,  1.00, -0.97638, -0.11024, -0.19685,  0.00,  0.28125,  0.30469,  0.26099,  0.32153,  0.33569,  0.37378, -0.19685,  0.00,  0.98425,  1.00
1317, 306,  0.87939,  0.52393,  0.17493,  1.00, -0.96063, -0.18898, -0.18898,  0.00,  0.28125,  0.43359,  0.31689,  0.36328,  0.37964,  0.40747, -0.19685,  0.00,  0.98425,  1.00
1318, 305,  0.91455,  0.375,  0.09009,  1.00, -0.99213, -0.11024, -0.09449,  0.00,  0.26563,  0.30469,  0.245,  0.34521,  0.32446,  0.39014, -0.09449,  0.00,  0.99213,  1.00
1319, 303,  0.90137,  0.375,  0.17932,  1.00, -0.97638, -0.11024, -0.19685,  0.00,  0.28125,  0.30469,  0.26099,  0.32153,  0.33569,  0.37378, -0.19685,  0.00,  0.98425,  1.00
1320, 306,  0.87939,  0.52393,  0.17493,  1.00, -0.96063, -0.18898, -0.18898,  0.00,  0.28125,  0.43359,  0.31689,  0.36328,  0.37964,  0.40747, -0.19685,  0.00,  0.98425,  1.00
1321, 307,  0.89209,  0.52393,  0.08789,  1.00, -0.97638, -0.18898, -0.09449,  0.00,  0.26563,  0.43359,  0.30469,  0.38135,  0.37134,  0.41919, -0.09449,  0.00,  0.99213,  1.00
1322, 305,  0.91455,  0.375,  0.09009,  1.00, -0.99213, -0.11024, -0.09449,  0.00,  0.26563,  0.30469,  0.245,  0.34521,  0.32446,  0.39014, -0.09449,  0.00,  0.99213,  1.00
1323, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1324, 69,  0.92773,  0.18762,  0.09137,  1.00, -0.99213, -0.04724, -0.09449,  0.00,  0.26563,  0.16077,  0.14832,  0.28687,  0.23096,  0.33203, -0.09449,  0.00,  0.99213,  1.00
1325, 305,  0.91455,  0.375,  0.09009,  1.00, -0.99213, -0.11024, -0.09449,  0.00,  0.26563,  0.30469,  0.245,  0.34521,  0.32446,  0.39014, -0.09449,  0.00,  0.99213,  1.00
1326, 307,  0.89209,  0.52393,  0.08789,  1.00, -0.97638, -0.18898, -0.09449,  0.00,  0.26563,  0.43359,  0.30469,  0.38135,  0.37134,  0.41919, -0.09449,  0.00,  0.99213,  1.00
1327, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1328, 305,  0.91455,  0.375,  0.09009,  1.00, -0.99213, -0.11024, -0.09449,  0.00,  0.26563,  0.30469,  0.245,  0.34521,  0.32446,  0.39014, -0.09449,  0.00,  0.99213,  1.00
1329, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1330, 66,  0.93262,  0.18762,  0.00,  1.00, -1.00, -0.04724,  0.00,  0.00,  0.25,  0.16077,  0.12964,  0.32153,  0.21631,  0.3584,  0.00,  0.00,  1.00,  1.00
1331, 69,  0.92773,  0.18762,  0.09137,  1.00, -0.99213, -0.04724, -0.09449,  0.00,  0.26563,  0.16077,  0.14832,  0.28687,  0.23096,  0.33203, -0.09449,  0.00,  0.99213,  1.00
1332, 307,  0.89209,  0.52393,  0.08789,  1.00, -0.97638, -0.18898, -0.09449,  0.00,  0.26563,  0.43359,  0.30469,  0.38135,  0.37134,  0.41919, -0.09449,  0.00,  0.99213,  1.00
1333, 309,  0.89648,  0.52393, -1.78814E-7,  1.00, -0.98425, -0.18898,  0.00,  0.00,  0.25,  0.43359,  0.29419,  0.40063,  0.36426,  0.43188,  0.00,  0.00,  1.00,  1.00
1334, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1335, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1336, 63,  0.92773,  0.18762, -0.09137,  1.00, -0.99213, -0.04724,  0.09449,  0.00,  0.23438,  0.16077,  0.11438,  0.35767,  0.20422,  0.38623,  0.09449,  0.00,  0.99213,  1.00
1337, 66,  0.93262,  0.18762,  0.00,  1.00, -1.00, -0.04724,  0.00,  0.00,  0.25,  0.16077,  0.12964,  0.32153,  0.21631,  0.3584,  0.00,  0.00,  1.00,  1.00
1338, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1339, 67,  0.91455,  0.375, -0.09009,  1.00, -0.99213, -0.11024,  0.09449,  0.00,  0.23438,  0.30469,  0.21997,  0.39673,  0.30664,  0.42529,  0.09449,  0.00,  0.99213,  1.00
1340, 63,  0.92773,  0.18762, -0.09137,  1.00, -0.99213, -0.04724,  0.09449,  0.00,  0.23438,  0.16077,  0.11438,  0.35767,  0.20422,  0.38623,  0.09449,  0.00,  0.99213,  1.00
1341, 67,  0.91455,  0.375, -0.09009,  1.00, -0.99213, -0.11024,  0.09449,  0.00,  0.23438,  0.30469,  0.21997,  0.39673,  0.30664,  0.42529,  0.09449,  0.00,  0.99213,  1.00
1342, 308,  0.91895,  0.375,  0.00,  1.00, -0.99213, -0.11024,  0.00,  0.00,  0.25,  0.30469,  0.2312,  0.37036,  0.3147,  0.40723,  0.00,  0.00,  1.00,  1.00
1343, 309,  0.89648,  0.52393, -1.78814E-7,  1.00, -0.98425, -0.18898,  0.00,  0.00,  0.25,  0.43359,  0.29419,  0.40063,  0.36426,  0.43188,  0.00,  0.00,  1.00,  1.00
1344, 67,  0.91455,  0.375, -0.09009,  1.00, -0.99213, -0.11024,  0.09449,  0.00,  0.23438,  0.30469,  0.21997,  0.39673,  0.30664,  0.42529,  0.09449,  0.00,  0.99213,  1.00
1345, 309,  0.89648,  0.52393, -1.78814E-7,  1.00, -0.98425, -0.18898,  0.00,  0.00,  0.25,  0.43359,  0.29419,  0.40063,  0.36426,  0.43188,  0.00,  0.00,  1.00,  1.00
1346, 310,  0.89209,  0.52393, -0.08789,  1.00, -0.97638, -0.18898,  0.09449,  0.00,  0.23438,  0.43359,  0.28564,  0.4209,  0.3584,  0.44507,  0.09449,  0.00,  0.99213,  1.00
1347, 67,  0.91455,  0.375, -0.09009,  1.00, -0.99213, -0.11024,  0.09449,  0.00,  0.23438,  0.30469,  0.21997,  0.39673,  0.30664,  0.42529,  0.09449,  0.00,  0.99213,  1.00
1348, 310,  0.89209,  0.52393, -0.08789,  1.00, -0.97638, -0.18898,  0.09449,  0.00,  0.23438,  0.43359,  0.28564,  0.4209,  0.3584,  0.44507,  0.09449,  0.00,  0.99213,  1.00
1349, 311,  0.87939,  0.52393, -0.17493,  1.00, -0.96063, -0.18898,  0.18898,  0.00,  0.21875,  0.43359,  0.27905,  0.44165,  0.35425,  0.45874,  0.19685,  0.00,  0.98425,  1.00
1350, 67,  0.91455,  0.375, -0.09009,  1.00, -0.99213, -0.11024,  0.09449,  0.00,  0.23438,  0.30469,  0.21997,  0.39673,  0.30664,  0.42529,  0.09449,  0.00,  0.99213,  1.00
1351, 311,  0.87939,  0.52393, -0.17493,  1.00, -0.96063, -0.18898,  0.18898,  0.00,  0.21875,  0.43359,  0.27905,  0.44165,  0.35425,  0.45874,  0.19685,  0.00,  0.98425,  1.00
1352, 64,  0.90137,  0.375, -0.17932,  1.00, -0.97638, -0.11024,  0.19685,  0.00,  0.21875,  0.30469,  0.21167,  0.42407,  0.30078,  0.44409,  0.19685,  0.00,  0.98425,  1.00
1353, 64,  0.90137,  0.375, -0.17932,  1.00, -0.97638, -0.11024,  0.19685,  0.00,  0.21875,  0.30469,  0.21167,  0.42407,  0.30078,  0.44409,  0.19685,  0.00,  0.98425,  1.00
1354, 311,  0.87939,  0.52393, -0.17493,  1.00, -0.96063, -0.18898,  0.18898,  0.00,  0.21875,  0.43359,  0.27905,  0.44165,  0.35425,  0.45874,  0.19685,  0.00,  0.98425,  1.00
1355, 312,  0.85791,  0.52393, -0.26025,  1.00, -0.93701, -0.18898,  0.28346,  0.00,  0.20313,  0.43359,  0.27466,  0.46338,  0.35132,  0.4729,  0.29134,  0.00,  0.96063,  1.00
1356, 64,  0.90137,  0.375, -0.17932,  1.00, -0.97638, -0.11024,  0.19685,  0.00,  0.21875,  0.30469,  0.21167,  0.42407,  0.30078,  0.44409,  0.19685,  0.00,  0.98425,  1.00
1357, 312,  0.85791,  0.52393, -0.26025,  1.00, -0.93701, -0.18898,  0.28346,  0.00,  0.20313,  0.43359,  0.27466,  0.46338,  0.35132,  0.4729,  0.29134,  0.00,  0.96063,  1.00
1358, 61,  0.87939,  0.375, -0.26685,  1.00, -0.95276, -0.11024,  0.29134,  0.00,  0.20313,  0.30469,  0.2063,  0.45239,  0.29688,  0.46338,  0.29134,  0.00,  0.96063,  1.00
1359, 61,  0.87939,  0.375, -0.26685,  1.00, -0.95276, -0.11024,  0.29134,  0.00,  0.20313,  0.30469,  0.2063,  0.45239,  0.29688,  0.46338,  0.29134,  0.00,  0.96063,  1.00
1360, 312,  0.85791,  0.52393, -0.26025,  1.00, -0.93701, -0.18898,  0.28346,  0.00,  0.20313,  0.43359,  0.27466,  0.46338,  0.35132,  0.4729,  0.29134,  0.00,  0.96063,  1.00
1361, 313,  0.82813,  0.52393, -0.34302,  1.00, -0.90551, -0.18898,  0.37795,  0.00,  0.1875,  0.43359,  0.27222,  0.48511,  0.34961,  0.4873,  0.38583,  0.00,  0.92126,  1.00
1362, 61,  0.87939,  0.375, -0.26685,  1.00, -0.95276, -0.11024,  0.29134,  0.00,  0.20313,  0.30469,  0.2063,  0.45239,  0.29688,  0.46338,  0.29134,  0.00,  0.96063,  1.00
1363, 313,  0.82813,  0.52393, -0.34302,  1.00, -0.90551, -0.18898,  0.37795,  0.00,  0.1875,  0.43359,  0.27222,  0.48511,  0.34961,  0.4873,  0.38583,  0.00,  0.92126,  1.00
1364, 58,  0.84912,  0.375, -0.35156,  1.00, -0.92126, -0.11024,  0.37795,  0.00,  0.1875,  0.30469,  0.20349,  0.48096,  0.29468,  0.48315,  0.38583,  0.00,  0.92126,  1.00
1365, 58,  0.84912,  0.375, -0.35156,  1.00, -0.92126, -0.11024,  0.37795,  0.00,  0.1875,  0.30469,  0.20349,  0.48096,  0.29468,  0.48315,  0.38583,  0.00,  0.92126,  1.00
1366, 313,  0.82813,  0.52393, -0.34302,  1.00, -0.90551, -0.18898,  0.37795,  0.00,  0.1875,  0.43359,  0.27222,  0.48511,  0.34961,  0.4873,  0.38583,  0.00,  0.92126,  1.00
1367, 314,  0.79053,  0.52393, -0.42261,  1.00, -0.86614, -0.18898,  0.46457,  0.00,  0.17188,  0.43359,  0.27197,  0.50732,  0.34961,  0.50195,  0.47244,  0.00,  0.88189,  1.00
1368, 58,  0.84912,  0.375, -0.35156,  1.00, -0.92126, -0.11024,  0.37795,  0.00,  0.1875,  0.30469,  0.20349,  0.48096,  0.29468,  0.48315,  0.38583,  0.00,  0.92126,  1.00
1369, 314,  0.79053,  0.52393, -0.42261,  1.00, -0.86614, -0.18898,  0.46457,  0.00,  0.17188,  0.43359,  0.27197,  0.50732,  0.34961,  0.50195,  0.47244,  0.00,  0.88189,  1.00
1370, 55,  0.81055,  0.375, -0.43311,  1.00, -0.87402, -0.11024,  0.47244,  0.00,  0.17188,  0.30469,  0.20349,  0.50977,  0.29419,  0.50293,  0.47244,  0.00,  0.88189,  1.00
1371, 55,  0.81055,  0.375, -0.43311,  1.00, -0.87402, -0.11024,  0.47244,  0.00,  0.17188,  0.30469,  0.20349,  0.50977,  0.29419,  0.50293,  0.47244,  0.00,  0.88189,  1.00
1372, 314,  0.79053,  0.52393, -0.42261,  1.00, -0.86614, -0.18898,  0.46457,  0.00,  0.17188,  0.43359,  0.27197,  0.50732,  0.34961,  0.50195,  0.47244,  0.00,  0.88189,  1.00
1373, 315,  0.74561,  0.52393, -0.49805,  1.00, -0.8189, -0.18898,  0.54331,  0.00,  0.15625,  0.43359,  0.27368,  0.5293,  0.35083,  0.5166,  0.55906,  0.00,  0.83465,  1.00
1374, 55,  0.81055,  0.375, -0.43311,  1.00, -0.87402, -0.11024,  0.47244,  0.00,  0.17188,  0.30469,  0.20349,  0.50977,  0.29419,  0.50293,  0.47244,  0.00,  0.88189,  1.00
1375, 315,  0.74561,  0.52393, -0.49805,  1.00, -0.8189, -0.18898,  0.54331,  0.00,  0.15625,  0.43359,  0.27368,  0.5293,  0.35083,  0.5166,  0.55906,  0.00,  0.83465,  1.00
1376, 52,  0.76416,  0.375, -0.51074,  1.00, -0.82677, -0.11024,  0.55118,  0.00,  0.15625,  0.30469,  0.2063,  0.53809,  0.2959,  0.52295,  0.55906,  0.00,  0.83465,  1.00
1377, 52,  0.76416,  0.375, -0.51074,  1.00, -0.82677, -0.11024,  0.55118,  0.00,  0.15625,  0.30469,  0.2063,  0.53809,  0.2959,  0.52295,  0.55906,  0.00,  0.83465,  1.00
1378, 315,  0.74561,  0.52393, -0.49805,  1.00, -0.8189, -0.18898,  0.54331,  0.00,  0.15625,  0.43359,  0.27368,  0.5293,  0.35083,  0.5166,  0.55906,  0.00,  0.83465,  1.00
1379, 316,  0.69287,  0.52393, -0.56885,  1.00, -0.75591, -0.18898,  0.62205,  0.00,  0.14063,  0.43359,  0.27783,  0.55127,  0.35352,  0.53076,  0.6378,  0.00,  0.77165,  1.00
1380, 52,  0.76416,  0.375, -0.51074,  1.00, -0.82677, -0.11024,  0.55118,  0.00,  0.15625,  0.30469,  0.2063,  0.53809,  0.2959,  0.52295,  0.55906,  0.00,  0.83465,  1.00
1381, 316,  0.69287,  0.52393, -0.56885,  1.00, -0.75591, -0.18898,  0.62205,  0.00,  0.14063,  0.43359,  0.27783,  0.55127,  0.35352,  0.53076,  0.6378,  0.00,  0.77165,  1.00
1382, 47,  0.71045,  0.375, -0.58301,  1.00, -0.77165, -0.11024,  0.62992,  0.00,  0.14063,  0.30469,  0.21191,  0.56641,  0.29956,  0.54248,  0.6378,  0.00,  0.77165,  1.00
1383, 47,  0.71045,  0.375, -0.58301,  1.00, -0.77165, -0.11024,  0.62992,  0.00,  0.14063,  0.30469,  0.21191,  0.56641,  0.29956,  0.54248,  0.6378,  0.00,  0.77165,  1.00
1384, 316,  0.69287,  0.52393, -0.56885,  1.00, -0.75591, -0.18898,  0.62205,  0.00,  0.14063,  0.43359,  0.27783,  0.55127,  0.35352,  0.53076,  0.6378,  0.00,  0.77165,  1.00
1385, 317,  0.63379,  0.52393, -0.63379,  1.00, -0.69291, -0.18898,  0.69291,  0.00,  0.125,  0.43359,  0.28394,  0.57275,  0.35742,  0.54443,  0.70866,  0.00,  0.70866,  1.00
1386, 47,  0.71045,  0.375, -0.58301,  1.00, -0.77165, -0.11024,  0.62992,  0.00,  0.14063,  0.30469,  0.21191,  0.56641,  0.29956,  0.54248,  0.6378,  0.00,  0.77165,  1.00
1387, 317,  0.63379,  0.52393, -0.63379,  1.00, -0.69291, -0.18898,  0.69291,  0.00,  0.125,  0.43359,  0.28394,  0.57275,  0.35742,  0.54443,  0.70866,  0.00,  0.70866,  1.00
1388, 44,  0.6499,  0.375, -0.6499,  1.00, -0.70079, -0.11024,  0.70079,  0.00,  0.125,  0.30469,  0.22034,  0.59424,  0.30518,  0.56152,  0.70866,  0.00,  0.70866,  1.00
1389, 317,  0.63379,  0.52393, -0.63379,  1.00, -0.69291, -0.18898,  0.69291,  0.00,  0.125,  0.43359,  0.28394,  0.57275,  0.35742,  0.54443,  0.70866,  0.00,  0.70866,  1.00
1390, 41,  0.58301,  0.375, -0.71045,  1.00, -0.62992, -0.11024,  0.77165,  0.00,  0.10938,  0.30469,  0.23145,  0.62109,  0.3125,  0.58008,  0.77165,  0.00,  0.6378,  1.00
1391, 44,  0.6499,  0.375, -0.6499,  1.00, -0.70079, -0.11024,  0.70079,  0.00,  0.125,  0.30469,  0.22034,  0.59424,  0.30518,  0.56152,  0.70866,  0.00,  0.70866,  1.00
1392, 317,  0.63379,  0.52393, -0.63379,  1.00, -0.69291, -0.18898,  0.69291,  0.00,  0.125,  0.43359,  0.28394,  0.57275,  0.35742,  0.54443,  0.70866,  0.00,  0.70866,  1.00
1393, 318,  0.56885,  0.52393, -0.69287,  1.00, -0.62205, -0.18898,  0.75591,  0.00,  0.10938,  0.43359,  0.29224,  0.59326,  0.36304,  0.55811,  0.77165,  0.00,  0.6378,  1.00
1394, 41,  0.58301,  0.375, -0.71045,  1.00, -0.62992, -0.11024,  0.77165,  0.00,  0.10938,  0.30469,  0.23145,  0.62109,  0.3125,  0.58008,  0.77165,  0.00,  0.6378,  1.00
1395, 318,  0.56885,  0.52393, -0.69287,  1.00, -0.62205, -0.18898,  0.75591,  0.00,  0.10938,  0.43359,  0.29224,  0.59326,  0.36304,  0.55811,  0.77165,  0.00,  0.6378,  1.00
1396, 38,  0.51074,  0.375, -0.76416,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.09375,  0.30469,  0.24512,  0.64648,  0.32178,  0.59766,  0.83465,  0.00,  0.55906,  1.00
1397, 41,  0.58301,  0.375, -0.71045,  1.00, -0.62992, -0.11024,  0.77165,  0.00,  0.10938,  0.30469,  0.23145,  0.62109,  0.3125,  0.58008,  0.77165,  0.00,  0.6378,  1.00
1398, 318,  0.56885,  0.52393, -0.69287,  1.00, -0.62205, -0.18898,  0.75591,  0.00,  0.10938,  0.43359,  0.29224,  0.59326,  0.36304,  0.55811,  0.77165,  0.00,  0.6378,  1.00
1399, 319,  0.49805,  0.52393, -0.74561,  1.00, -0.54331, -0.18898,  0.8189,  0.00,  0.09375,  0.43359,  0.30249,  0.61328,  0.36963,  0.57129,  0.83465,  0.00,  0.55906,  1.00
1400, 38,  0.51074,  0.375, -0.76416,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.09375,  0.30469,  0.24512,  0.64648,  0.32178,  0.59766,  0.83465,  0.00,  0.55906,  1.00
1401, 319,  0.49805,  0.52393, -0.74561,  1.00, -0.54331, -0.18898,  0.8189,  0.00,  0.09375,  0.43359,  0.30249,  0.61328,  0.36963,  0.57129,  0.83465,  0.00,  0.55906,  1.00
1402, 35,  0.43311,  0.375, -0.81055,  1.00, -0.47244, -0.11024,  0.87402,  0.00,  0.07813,  0.30469,  0.26099,  0.6709,  0.33252,  0.61475,  0.88189,  0.00,  0.47244,  1.00
1403, 38,  0.51074,  0.375, -0.76416,  1.00, -0.55118, -0.11024,  0.82677,  0.00,  0.09375,  0.30469,  0.24512,  0.64648,  0.32178,  0.59766,  0.83465,  0.00,  0.55906,  1.00
1404, 319,  0.49805,  0.52393, -0.74561,  1.00, -0.54331, -0.18898,  0.8189,  0.00,  0.09375,  0.43359,  0.30249,  0.61328,  0.36963,  0.57129,  0.83465,  0.00,  0.55906,  1.00
1405, 320,  0.42261,  0.52393, -0.79053,  1.00, -0.46457, -0.18898,  0.86614,  0.00,  0.07813,  0.43359,  0.3147,  0.63184,  0.37744,  0.5835,  0.88189,  0.00,  0.47244,  1.00
1406, 35,  0.43311,  0.375, -0.81055,  1.00, -0.47244, -0.11024,  0.87402,  0.00,  0.07813,  0.30469,  0.26099,  0.6709,  0.33252,  0.61475,  0.88189,  0.00,  0.47244,  1.00
1407, 320,  0.42261,  0.52393, -0.79053,  1.00, -0.46457, -0.18898,  0.86614,  0.00,  0.07813,  0.43359,  0.3147,  0.63184,  0.37744,  0.5835,  0.88189,  0.00,  0.47244,  1.00
1408, 32,  0.35156,  0.375, -0.84912,  1.00, -0.37795, -0.11024,  0.92126,  0.00,  0.0625,  0.30469,  0.27905,  0.69336,  0.34473,  0.63086,  0.92126,  0.00,  0.38583,  1.00
1409, 35,  0.43311,  0.375, -0.81055,  1.00, -0.47244, -0.11024,  0.87402,  0.00,  0.07813,  0.30469,  0.26099,  0.6709,  0.33252,  0.61475,  0.88189,  0.00,  0.47244,  1.00
1410, 320,  0.42261,  0.52393, -0.79053,  1.00, -0.46457, -0.18898,  0.86614,  0.00,  0.07813,  0.43359,  0.3147,  0.63184,  0.37744,  0.5835,  0.88189,  0.00,  0.47244,  1.00
1411, 321,  0.34302,  0.52393, -0.82813,  1.00, -0.37795, -0.18898,  0.90551,  0.00,  0.0625,  0.43359,  0.32861,  0.64941,  0.38647,  0.59521,  0.92126,  0.00,  0.38583,  1.00
1412, 32,  0.35156,  0.375, -0.84912,  1.00, -0.37795, -0.11024,  0.92126,  0.00,  0.0625,  0.30469,  0.27905,  0.69336,  0.34473,  0.63086,  0.92126,  0.00,  0.38583,  1.00
1413, 321,  0.34302,  0.52393, -0.82813,  1.00, -0.37795, -0.18898,  0.90551,  0.00,  0.0625,  0.43359,  0.32861,  0.64941,  0.38647,  0.59521,  0.92126,  0.00,  0.38583,  1.00
1414, 29,  0.26685,  0.375, -0.87939,  1.00, -0.29134, -0.11024,  0.95276,  0.00,  0.04688,  0.30469,  0.29932,  0.71436,  0.35864,  0.64502,  0.96063,  0.00,  0.29134,  1.00
1415, 32,  0.35156,  0.375, -0.84912,  1.00, -0.37795, -0.11024,  0.92126,  0.00,  0.0625,  0.30469,  0.27905,  0.69336,  0.34473,  0.63086,  0.92126,  0.00,  0.38583,  1.00
1416, 321,  0.34302,  0.52393, -0.82813,  1.00, -0.37795, -0.18898,  0.90551,  0.00,  0.0625,  0.43359,  0.32861,  0.64941,  0.38647,  0.59521,  0.92126,  0.00,  0.38583,  1.00
1417, 322,  0.26025,  0.52393, -0.85791,  1.00, -0.28346, -0.18898,  0.93701,  0.00,  0.04688,  0.43359,  0.34448,  0.66553,  0.39648,  0.60547,  0.96063,  0.00,  0.29134,  1.00
1418, 29,  0.26685,  0.375, -0.87939,  1.00, -0.29134, -0.11024,  0.95276,  0.00,  0.04688,  0.30469,  0.29932,  0.71436,  0.35864,  0.64502,  0.96063,  0.00,  0.29134,  1.00
1419, 29,  0.26685,  0.375, -0.87939,  1.00, -0.29134, -0.11024,  0.95276,  0.00,  0.04688,  0.30469,  0.29932,  0.71436,  0.35864,  0.64502,  0.96063,  0.00,  0.29134,  1.00
1420, 322,  0.26025,  0.52393, -0.85791,  1.00, -0.28346, -0.18898,  0.93701,  0.00,  0.04688,  0.43359,  0.34448,  0.66553,  0.39648,  0.60547,  0.96063,  0.00,  0.29134,  1.00
1421, 21,  0.17493,  0.52393, -0.87939,  1.00, -0.18898, -0.18898,  0.96063,  0.00,  0.03125,  0.43359,  0.36182,  0.67969,  0.40771,  0.61523,  0.98425,  0.00,  0.19685,  1.00
1422, 322,  0.26025,  0.52393, -0.85791,  1.00, -0.28346, -0.18898,  0.93701,  0.00,  0.04688,  0.43359,  0.34448,  0.66553,  0.39648,  0.60547,  0.96063,  0.00,  0.29134,  1.00
1423, 18,  0.16882,  0.65332, -0.84912,  1.00, -0.18898, -0.26772,  0.94488,  0.00,  0.03125,  0.54492,  0.3833,  0.65088,  0.42822,  0.58838,  0.98425,  0.00,  0.19685,  1.00
1424, 21,  0.17493,  0.52393, -0.87939,  1.00, -0.18898, -0.18898,  0.96063,  0.00,  0.03125,  0.43359,  0.36182,  0.67969,  0.40771,  0.61523,  0.98425,  0.00,  0.19685,  1.00
1425, 322,  0.26025,  0.52393, -0.85791,  1.00, -0.28346, -0.18898,  0.93701,  0.00,  0.04688,  0.43359,  0.34448,  0.66553,  0.39648,  0.60547,  0.96063,  0.00,  0.29134,  1.00
1426, 323,  0.25122,  0.65332, -0.82813,  1.00, -0.28346, -0.26772,  0.92126,  0.00,  0.04688,  0.54492,  0.3689,  0.63916,  0.41968,  0.58105,  0.96063,  0.00,  0.29134,  1.00
1427, 18,  0.16882,  0.65332, -0.84912,  1.00, -0.18898, -0.26772,  0.94488,  0.00,  0.03125,  0.54492,  0.3833,  0.65088,  0.42822,  0.58838,  0.98425,  0.00,  0.19685,  1.00
1428, 321,  0.34302,  0.52393, -0.82813,  1.00, -0.37795, -0.18898,  0.90551,  0.00,  0.0625,  0.43359,  0.32861,  0.64941,  0.38647,  0.59521,  0.92126,  0.00,  0.38583,  1.00
1429, 323,  0.25122,  0.65332, -0.82813,  1.00, -0.28346, -0.26772,  0.92126,  0.00,  0.04688,  0.54492,  0.3689,  0.63916,  0.41968,  0.58105,  0.96063,  0.00,  0.29134,  1.00
1430, 322,  0.26025,  0.52393, -0.85791,  1.00, -0.28346, -0.18898,  0.93701,  0.00,  0.04688,  0.43359,  0.34448,  0.66553,  0.39648,  0.60547,  0.96063,  0.00,  0.29134,  1.00
1431, 323,  0.25122,  0.65332, -0.82813,  1.00, -0.28346, -0.26772,  0.92126,  0.00,  0.04688,  0.54492,  0.3689,  0.63916,  0.41968,  0.58105,  0.96063,  0.00,  0.29134,  1.00
1432, 15,  0.16125,  0.77686, -0.81055,  1.00, -0.1811, -0.34646,  0.92126,  0.00,  0.03125,  0.63916,  0.39624,  0.63379,  0.44263,  0.56982,  0.98425,  0.00,  0.19685,  1.00
1433, 18,  0.16882,  0.65332, -0.84912,  1.00, -0.18898, -0.26772,  0.94488,  0.00,  0.03125,  0.54492,  0.3833,  0.65088,  0.42822,  0.58838,  0.98425,  0.00,  0.19685,  1.00
1434, 323,  0.25122,  0.65332, -0.82813,  1.00, -0.28346, -0.26772,  0.92126,  0.00,  0.04688,  0.54492,  0.3689,  0.63916,  0.41968,  0.58105,  0.96063,  0.00,  0.29134,  1.00
1435, 324,  0.23987,  0.77686, -0.79053,  1.00, -0.27559, -0.34646,  0.89764,  0.00,  0.04688,  0.63916,  0.3833,  0.62305,  0.43579,  0.56396,  0.96063,  0.00,  0.29134,  1.00
1436, 15,  0.16125,  0.77686, -0.81055,  1.00, -0.1811, -0.34646,  0.92126,  0.00,  0.03125,  0.63916,  0.39624,  0.63379,  0.44263,  0.56982,  0.98425,  0.00,  0.19685,  1.00
1437, 324,  0.23987,  0.77686, -0.79053,  1.00, -0.27559, -0.34646,  0.89764,  0.00,  0.04688,  0.63916,  0.3833,  0.62305,  0.43579,  0.56396,  0.96063,  0.00,  0.29134,  1.00
1438, 12,  0.15198,  0.88916, -0.76416,  1.00, -0.17323, -0.44094,  0.88189,  0.00,  0.03125,  0.71826,  0.40649,  0.62012,  0.45435,  0.5542,  0.98425,  0.00,  0.19685,  1.00
1439, 15,  0.16125,  0.77686, -0.81055,  1.00, -0.1811, -0.34646,  0.92126,  0.00,  0.03125,  0.63916,  0.39624,  0.63379,  0.44263,  0.56982,  0.98425,  0.00,  0.19685,  1.00
1440, 324,  0.23987,  0.77686, -0.79053,  1.00, -0.27559, -0.34646,  0.89764,  0.00,  0.04688,  0.63916,  0.3833,  0.62305,  0.43579,  0.56396,  0.96063,  0.00,  0.29134,  1.00
