VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
456, 111, -2.60547,  6.39453,  1.18457,  1.00, -0.44882,  0.19685, -0.87402,  0.00, ---, ---, ---, ---,  0.90137,  1.07715,  0.21176,  0.75686,  0.39608,  0.27451,  1.00,  0.00,  0.00,  0.00
457, 105, -1.95313,  5.95313,  1.02832,  1.00, -0.55118, -0.81102,  0.19685,  0.00, ---, ---, ---, ---,  0.81787,  0.93506,  0.81569,  0.74902,  0.95686,  0.27059,  1.00,  0.00,  0.00,  0.00
458, 110, -2.58008,  6.30078,  1.2627,  1.00, -0.24409, -0.9685, -0.05512,  0.00, ---, ---, ---, ---,  0.81787,  1.07715,  0.16078,  0.75686,  0.30196,  0.27451,  1.00,  0.00,  0.00,  0.00
459, 105, -1.95313,  5.95313,  1.02832,  1.00, -0.55118, -0.81102,  0.19685,  0.00, ---, ---, ---, ---,  0.81787,  0.93506,  0.81569,  0.74902,  0.95686,  0.27059,  1.00,  0.00,  0.00,  0.00
460, 111, -2.60547,  6.39453,  1.18457,  1.00, -0.44882,  0.19685, -0.87402,  0.00, ---, ---, ---, ---,  0.90137,  1.07715,  0.21176,  0.75686,  0.39608,  0.27451,  1.00,  0.00,  0.00,  0.00
461, 106, -1.94336,  6.04297,  0.91602,  1.00, -0.31496,  0.05512, -0.94488,  0.00, ---, ---, ---, ---,  0.90137,  0.93506,  0.77647,  0.74902,  0.04314,  0.27451,  1.00,  0.00,  0.00,  0.00
462, 112, -2.54297,  6.47266,  1.25977,  1.00,  0.16535,  0.98425, -0.04724,  0.00, ---, ---, ---, ---,  0.98291,  1.07715,  0.08627,  0.75686,  0.47451,  0.27451,  1.00,  0.00,  0.00,  0.00
463, 106, -1.94336,  6.04297,  0.91602,  1.00, -0.31496,  0.05512, -0.94488,  0.00, ---, ---, ---, ---,  0.90137,  0.93506,  0.77647,  0.74902,  0.04314,  0.27451,  1.00,  0.00,  0.00,  0.00
464, 111, -2.60547,  6.39453,  1.18457,  1.00, -0.44882,  0.19685, -0.87402,  0.00, ---, ---, ---, ---,  0.90137,  1.07715,  0.21176,  0.75686,  0.39608,  0.27451,  1.00,  0.00,  0.00,  0.00
465, 106, -1.94336,  6.04297,  0.91602,  1.00, -0.31496,  0.05512, -0.94488,  0.00, ---, ---, ---, ---,  0.90137,  0.93506,  0.77647,  0.74902,  0.04314,  0.27451,  1.00,  0.00,  0.00,  0.00
466, 112, -2.54297,  6.47266,  1.25977,  1.00,  0.16535,  0.98425, -0.04724,  0.00, ---, ---, ---, ---,  0.98291,  1.07715,  0.08627,  0.75686,  0.47451,  0.27451,  1.00,  0.00,  0.00,  0.00
467, 107, -1.83984,  6.11719,  0.98486,  1.00,  0.51969,  0.82677, -0.20472,  0.00, ---, ---, ---, ---,  0.98291,  0.93506,  0.36078,  0.74902,  0.11765,  0.27451,  1.00,  0.00,  0.00,  0.00
468, 109, -2.54297,  6.47266,  1.25977,  1.00,  0.16535,  0.98425, -0.04724,  0.00, ---, ---, ---, ---,  0.6499,  1.07715,  0.08627,  0.75686,  0.47451,  0.27451,  1.00,  0.00,  0.00,  0.00
469, 113, -3.12695,  6.30469,  1.7373,  1.00,  0.5748,  0.0315,  0.8189,  0.00, ---, ---, ---, ---,  0.73486,  1.21875,  0.2549,  0.76078,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
470, 108, -2.51953,  6.37891,  1.33789,  1.00,  0.45669,  0.04724,  0.88976,  0.00, ---, ---, ---, ---,  0.73486,  1.07715,  0.03922,  0.75686,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
471, 113, -3.12695,  6.30469,  1.7373,  1.00,  0.5748,  0.0315,  0.8189,  0.00, ---, ---, ---, ---,  0.73486,  1.21875,  0.2549,  0.76078,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
472, 109, -2.54297,  6.47266,  1.25977,  1.00,  0.16535,  0.98425, -0.04724,  0.00, ---, ---, ---, ---,  0.6499,  1.07715,  0.08627,  0.75686,  0.47451,  0.27451,  1.00,  0.00,  0.00,  0.00
473, 114, -3.18555,  6.37891,  1.69531,  1.00, -0.26772,  0.93701,  0.23622,  0.00, ---, ---, ---, ---,  0.6499,  1.21875,  0.37255,  0.76078,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
474, 115, -3.14648,  6.24219,  1.65723,  1.00,  0.15748, -0.96063, -0.22835,  0.00, ---, ---, ---, ---,  0.81787,  1.21875,  0.29412,  0.76078,  0.24314,  0.27451,  1.00,  0.00,  0.00,  0.00
475, 108, -2.51953,  6.37891,  1.33789,  1.00,  0.45669,  0.04724,  0.88976,  0.00, ---, ---, ---, ---,  0.73486,  1.07715,  0.03922,  0.75686,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
476, 113, -3.12695,  6.30469,  1.7373,  1.00,  0.5748,  0.0315,  0.8189,  0.00, ---, ---, ---, ---,  0.73486,  1.21875,  0.2549,  0.76078,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
477, 108, -2.51953,  6.37891,  1.33789,  1.00,  0.45669,  0.04724,  0.88976,  0.00, ---, ---, ---, ---,  0.73486,  1.07715,  0.03922,  0.75686,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
478, 115, -3.14648,  6.24219,  1.65723,  1.00,  0.15748, -0.96063, -0.22835,  0.00, ---, ---, ---, ---,  0.81787,  1.21875,  0.29412,  0.76078,  0.24314,  0.27451,  1.00,  0.00,  0.00,  0.00
479, 110, -2.58008,  6.30078,  1.2627,  1.00, -0.24409, -0.9685, -0.05512,  0.00, ---, ---, ---, ---,  0.81787,  1.07715,  0.16078,  0.75686,  0.30196,  0.27451,  1.00,  0.00,  0.00,  0.00
480, 116, -3.20508,  6.31641,  1.61523,  1.00, -0.65354,  0.12598, -0.74803,  0.00, ---, ---, ---, ---,  0.90137,  1.21875,  0.41176,  0.76078,  0.31765,  0.27451,  1.00,  0.00,  0.00,  0.00
481, 110, -2.58008,  6.30078,  1.2627,  1.00, -0.24409, -0.9685, -0.05512,  0.00, ---, ---, ---, ---,  0.81787,  1.07715,  0.16078,  0.75686,  0.30196,  0.27451,  1.00,  0.00,  0.00,  0.00
482, 115, -3.14648,  6.24219,  1.65723,  1.00,  0.15748, -0.96063, -0.22835,  0.00, ---, ---, ---, ---,  0.81787,  1.21875,  0.29412,  0.76078,  0.24314,  0.27451,  1.00,  0.00,  0.00,  0.00
483, 110, -2.58008,  6.30078,  1.2627,  1.00, -0.24409, -0.9685, -0.05512,  0.00, ---, ---, ---, ---,  0.81787,  1.07715,  0.16078,  0.75686,  0.30196,  0.27451,  1.00,  0.00,  0.00,  0.00
484, 116, -3.20508,  6.31641,  1.61523,  1.00, -0.65354,  0.12598, -0.74803,  0.00, ---, ---, ---, ---,  0.90137,  1.21875,  0.41176,  0.76078,  0.31765,  0.27451,  1.00,  0.00,  0.00,  0.00
485, 111, -2.60547,  6.39453,  1.18457,  1.00, -0.44882,  0.19685, -0.87402,  0.00, ---, ---, ---, ---,  0.90137,  1.07715,  0.21176,  0.75686,  0.39608,  0.27451,  1.00,  0.00,  0.00,  0.00
486, 117, -3.18555,  6.37891,  1.69531,  1.00, -0.26772,  0.93701,  0.23622,  0.00, ---, ---, ---, ---,  0.98291,  1.21875,  0.37255,  0.76078,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
487, 111, -2.60547,  6.39453,  1.18457,  1.00, -0.44882,  0.19685, -0.87402,  0.00, ---, ---, ---, ---,  0.90137,  1.07715,  0.21176,  0.75686,  0.39608,  0.27451,  1.00,  0.00,  0.00,  0.00
488, 116, -3.20508,  6.31641,  1.61523,  1.00, -0.65354,  0.12598, -0.74803,  0.00, ---, ---, ---, ---,  0.90137,  1.21875,  0.41176,  0.76078,  0.31765,  0.27451,  1.00,  0.00,  0.00,  0.00
489, 111, -2.60547,  6.39453,  1.18457,  1.00, -0.44882,  0.19685, -0.87402,  0.00, ---, ---, ---, ---,  0.90137,  1.07715,  0.21176,  0.75686,  0.39608,  0.27451,  1.00,  0.00,  0.00,  0.00
490, 117, -3.18555,  6.37891,  1.69531,  1.00, -0.26772,  0.93701,  0.23622,  0.00, ---, ---, ---, ---,  0.98291,  1.21875,  0.37255,  0.76078,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
491, 112, -2.54297,  6.47266,  1.25977,  1.00,  0.16535,  0.98425, -0.04724,  0.00, ---, ---, ---, ---,  0.98291,  1.07715,  0.08627,  0.75686,  0.47451,  0.27451,  1.00,  0.00,  0.00,  0.00
492, 118, -4.14844,  5.54297,  2.52344,  1.00, -0.65354, -0.51181,  0.55906,  0.00, ---, ---, ---, ---,  0.84863,  1.50488,  0.14902,  0.76863,  0.5451,  0.27059,  1.00,  0.00,  0.00,  0.00
493, 113, -3.12695,  6.30469,  1.7373,  1.00,  0.5748,  0.0315,  0.8189,  0.00, ---, ---, ---, ---,  0.73486,  1.21875,  0.2549,  0.76078,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
494, 114, -3.18555,  6.37891,  1.69531,  1.00, -0.26772,  0.93701,  0.23622,  0.00, ---, ---, ---, ---,  0.6499,  1.21875,  0.37255,  0.76078,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
495, 118, -4.14844,  5.54297,  2.52344,  1.00, -0.65354, -0.51181,  0.55906,  0.00, ---, ---, ---, ---,  0.84863,  1.50488,  0.14902,  0.76863,  0.5451,  0.27059,  1.00,  0.00,  0.00,  0.00
496, 115, -3.14648,  6.24219,  1.65723,  1.00,  0.15748, -0.96063, -0.22835,  0.00, ---, ---, ---, ---,  0.81787,  1.21875,  0.29412,  0.76078,  0.24314,  0.27451,  1.00,  0.00,  0.00,  0.00
497, 113, -3.12695,  6.30469,  1.7373,  1.00,  0.5748,  0.0315,  0.8189,  0.00, ---, ---, ---, ---,  0.73486,  1.21875,  0.2549,  0.76078,  0.30588,  0.27451,  1.00,  0.00,  0.00,  0.00
498, 118, -4.14844,  5.54297,  2.52344,  1.00, -0.65354, -0.51181,  0.55906,  0.00, ---, ---, ---, ---,  0.84863,  1.50488,  0.14902,  0.76863,  0.5451,  0.27059,  1.00,  0.00,  0.00,  0.00
499, 116, -3.20508,  6.31641,  1.61523,  1.00, -0.65354,  0.12598, -0.74803,  0.00, ---, ---, ---, ---,  0.90137,  1.21875,  0.41176,  0.76078,  0.31765,  0.27451,  1.00,  0.00,  0.00,  0.00
500, 115, -3.14648,  6.24219,  1.65723,  1.00,  0.15748, -0.96063, -0.22835,  0.00, ---, ---, ---, ---,  0.81787,  1.21875,  0.29412,  0.76078,  0.24314,  0.27451,  1.00,  0.00,  0.00,  0.00
501, 118, -4.14844,  5.54297,  2.52344,  1.00, -0.65354, -0.51181,  0.55906,  0.00, ---, ---, ---, ---,  0.84863,  1.50488,  0.14902,  0.76863,  0.5451,  0.27059,  1.00,  0.00,  0.00,  0.00
502, 117, -3.18555,  6.37891,  1.69531,  1.00, -0.26772,  0.93701,  0.23622,  0.00, ---, ---, ---, ---,  0.98291,  1.21875,  0.37255,  0.76078,  0.38039,  0.27451,  1.00,  0.00,  0.00,  0.00
503, 116, -3.20508,  6.31641,  1.61523,  1.00, -0.65354,  0.12598, -0.74803,  0.00, ---, ---, ---, ---,  0.90137,  1.21875,  0.41176,  0.76078,  0.31765,  0.27451,  1.00,  0.00,  0.00,  0.00
504, 119, -0.15857,  5.10547, -1.16016,  1.00, -0.38583,  0.12598,  0.91339,  0.00, ---, ---, ---, ---,  0.75146,  0.40918,  0.07451,  0.69412,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
505, 120,  0.44287,  5.14844, -1.34961,  1.00,  0.19685,  0.94488, -0.26772,  0.00, ---, ---, ---, ---,  0.6499,  0.3103,  0.08627,  0.21569,  0.14902,  0.27059,  1.00,  0.00,  0.00,  0.00
506, 121, -0.07202,  5.28906, -1.33301,  1.00,  0.10236,  0.99213,  0.09449,  0.00, ---, ---, ---, ---,  0.6499,  0.40918,  0.61176,  0.67451,  0.2902,  0.27059,  1.00,  0.00,  0.00,  0.00
507, 120,  0.44287,  5.14844, -1.34961,  1.00,  0.19685,  0.94488, -0.26772,  0.00, ---, ---, ---, ---,  0.6499,  0.3103,  0.08627,  0.21569,  0.14902,  0.27059,  1.00,  0.00,  0.00,  0.00
508, 119, -0.15857,  5.10547, -1.16016,  1.00, -0.38583,  0.12598,  0.91339,  0.00, ---, ---, ---, ---,  0.75146,  0.40918,  0.07451,  0.69412,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
509, 122,  0.61719,  4.83203, -0.97412,  1.00, -0.30709, -0.37795,  0.87402,  0.00, ---, ---, ---, ---,  0.79395,  0.3103,  0.94118,  0.21961,  0.83529,  0.26667,  1.00,  0.00,  0.00,  0.00
510, 123, -0.09802,  4.93359, -1.29688,  1.00, -0.25197, -0.9685,  0.05512,  0.00, ---, ---, ---, ---,  0.8208,  0.40918,  0.27451,  0.68235,  0.93725,  0.26667,  1.00,  0.00,  0.00,  0.00
511, 122,  0.61719,  4.83203, -0.97412,  1.00, -0.30709, -0.37795,  0.87402,  0.00, ---, ---, ---, ---,  0.79395,  0.3103,  0.94118,  0.21961,  0.83529,  0.26667,  1.00,  0.00,  0.00,  0.00
512, 119, -0.15857,  5.10547, -1.16016,  1.00, -0.38583,  0.12598,  0.91339,  0.00, ---, ---, ---, ---,  0.75146,  0.40918,  0.07451,  0.69412,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
513, 122,  0.61719,  4.83203, -0.97412,  1.00, -0.30709, -0.37795,  0.87402,  0.00, ---, ---, ---, ---,  0.79395,  0.3103,  0.94118,  0.21961,  0.83529,  0.26667,  1.00,  0.00,  0.00,  0.00
514, 123, -0.09802,  4.93359, -1.29688,  1.00, -0.25197, -0.9685,  0.05512,  0.00, ---, ---, ---, ---,  0.8208,  0.40918,  0.27451,  0.68235,  0.93725,  0.26667,  1.00,  0.00,  0.00,  0.00
515, 124,  0.67188,  4.66406, -1.16797,  1.00, -0.35433, -0.93701, -0.01575,  0.00, ---, ---, ---, ---,  0.8208,  0.3103,  0.37647,  0.22353,  0.66667,  0.26667,  1.00,  0.00,  0.00,  0.00
516, 125,  0.00784,  5.10156, -1.44727,  1.00,  0.25197, -0.0315, -0.9685,  0.00, ---, ---, ---, ---,  0.90186,  0.40918,  0.01569,  0.12549,  0.10196,  0.27059,  1.00,  0.00,  0.00,  0.00
517, 124,  0.67188,  4.66406, -1.16797,  1.00, -0.35433, -0.93701, -0.01575,  0.00, ---, ---, ---, ---,  0.8208,  0.3103,  0.37647,  0.22353,  0.66667,  0.26667,  1.00,  0.00,  0.00,  0.00
518, 123, -0.09802,  4.93359, -1.29688,  1.00, -0.25197, -0.9685,  0.05512,  0.00, ---, ---, ---, ---,  0.8208,  0.40918,  0.27451,  0.68235,  0.93725,  0.26667,  1.00,  0.00,  0.00,  0.00
519, 124,  0.67188,  4.66406, -1.16797,  1.00, -0.35433, -0.93701, -0.01575,  0.00, ---, ---, ---, ---,  0.8208,  0.3103,  0.37647,  0.22353,  0.66667,  0.26667,  1.00,  0.00,  0.00,  0.00
520, 125,  0.00784,  5.10156, -1.44727,  1.00,  0.25197, -0.0315, -0.9685,  0.00, ---, ---, ---, ---,  0.90186,  0.40918,  0.01569,  0.12549,  0.10196,  0.27059,  1.00,  0.00,  0.00,  0.00
521, 126,  0.61133,  4.94141, -1.45215,  1.00, -0.13386, -0.47244, -0.87402,  0.00, ---, ---, ---, ---,  0.94531,  0.3103,  0.89412,  0.21961,  0.9451,  0.26667,  1.00,  0.00,  0.00,  0.00
522, 127, -0.07202,  5.28906, -1.33301,  1.00,  0.10236,  0.99213,  0.09449,  0.00, ---, ---, ---, ---,  0.98291,  0.40918,  0.61176,  0.67451,  0.2902,  0.27059,  1.00,  0.00,  0.00,  0.00
523, 126,  0.61133,  4.94141, -1.45215,  1.00, -0.13386, -0.47244, -0.87402,  0.00, ---, ---, ---, ---,  0.94531,  0.3103,  0.89412,  0.21961,  0.9451,  0.26667,  1.00,  0.00,  0.00,  0.00
524, 125,  0.00784,  5.10156, -1.44727,  1.00,  0.25197, -0.0315, -0.9685,  0.00, ---, ---, ---, ---,  0.90186,  0.40918,  0.01569,  0.12549,  0.10196,  0.27059,  1.00,  0.00,  0.00,  0.00
525, 126,  0.61133,  4.94141, -1.45215,  1.00, -0.13386, -0.47244, -0.87402,  0.00, ---, ---, ---, ---,  0.94531,  0.3103,  0.89412,  0.21961,  0.9451,  0.26667,  1.00,  0.00,  0.00,  0.00
526, 127, -0.07202,  5.28906, -1.33301,  1.00,  0.10236,  0.99213,  0.09449,  0.00, ---, ---, ---, ---,  0.98291,  0.40918,  0.61176,  0.67451,  0.2902,  0.27059,  1.00,  0.00,  0.00,  0.00
527, 128,  0.44287,  5.14844, -1.34961,  1.00,  0.19685,  0.94488, -0.26772,  0.00, ---, ---, ---, ---,  0.98291,  0.3103,  0.08627,  0.21569,  0.14902,  0.27059,  1.00,  0.00,  0.00,  0.00
528, 121, -0.07202,  5.28906, -1.33301,  1.00,  0.10236,  0.99213,  0.09449,  0.00, ---, ---, ---, ---,  0.6499,  0.40918,  0.61176,  0.67451,  0.2902,  0.27059,  1.00,  0.00,  0.00,  0.00
529, 129, -0.81543,  5.10547, -1.69434,  1.00, -0.64567,  0.11024,  0.75591,  0.00, ---, ---, ---, ---,  0.73047,  0.56934,  0.52549,  0.72941,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
530, 119, -0.15857,  5.10547, -1.16016,  1.00, -0.38583,  0.12598,  0.91339,  0.00, ---, ---, ---, ---,  0.75146,  0.40918,  0.07451,  0.69412,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
531, 129, -0.81543,  5.10547, -1.69434,  1.00, -0.64567,  0.11024,  0.75591,  0.00, ---, ---, ---, ---,  0.73047,  0.56934,  0.52549,  0.72941,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
532, 121, -0.07202,  5.28906, -1.33301,  1.00,  0.10236,  0.99213,  0.09449,  0.00, ---, ---, ---, ---,  0.6499,  0.40918,  0.61176,  0.67451,  0.2902,  0.27059,  1.00,  0.00,  0.00,  0.00
533, 130, -0.75391,  5.21875, -1.8125,  1.00, -0.10236,  0.98425, -0.14173,  0.00, ---, ---, ---, ---,  0.6499,  0.56934,  0.03137,  0.72941,  0.21961,  0.27059,  1.00,  0.00,  0.00,  0.00
534, 131, -0.71973,  4.98047, -1.76563,  1.00,  0.01575, -0.99213,  0.11024,  0.00, ---, ---, ---, ---,  0.8208,  0.56934,  0.76078,  0.72549,  0.98431,  0.26667,  1.00,  0.00,  0.00,  0.00
535, 119, -0.15857,  5.10547, -1.16016,  1.00, -0.38583,  0.12598,  0.91339,  0.00, ---, ---, ---, ---,  0.75146,  0.40918,  0.07451,  0.69412,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
536, 129, -0.81543,  5.10547, -1.69434,  1.00, -0.64567,  0.11024,  0.75591,  0.00, ---, ---, ---, ---,  0.73047,  0.56934,  0.52549,  0.72941,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
537, 119, -0.15857,  5.10547, -1.16016,  1.00, -0.38583,  0.12598,  0.91339,  0.00, ---, ---, ---, ---,  0.75146,  0.40918,  0.07451,  0.69412,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
538, 131, -0.71973,  4.98047, -1.76563,  1.00,  0.01575, -0.99213,  0.11024,  0.00, ---, ---, ---, ---,  0.8208,  0.56934,  0.76078,  0.72549,  0.98431,  0.26667,  1.00,  0.00,  0.00,  0.00
539, 123, -0.09802,  4.93359, -1.29688,  1.00, -0.25197, -0.9685,  0.05512,  0.00, ---, ---, ---, ---,  0.8208,  0.40918,  0.27451,  0.68235,  0.93725,  0.26667,  1.00,  0.00,  0.00,  0.00
540, 132, -0.6582,  5.08984, -1.88477,  1.00,  0.59055, -0.01575, -0.80315,  0.00, ---, ---, ---, ---,  0.90186,  0.56934,  0.26667,  0.72549,  0.0902,  0.27059,  1.00,  0.00,  0.00,  0.00
541, 123, -0.09802,  4.93359, -1.29688,  1.00, -0.25197, -0.9685,  0.05512,  0.00, ---, ---, ---, ---,  0.8208,  0.40918,  0.27451,  0.68235,  0.93725,  0.26667,  1.00,  0.00,  0.00,  0.00
542, 131, -0.71973,  4.98047, -1.76563,  1.00,  0.01575, -0.99213,  0.11024,  0.00, ---, ---, ---, ---,  0.8208,  0.56934,  0.76078,  0.72549,  0.98431,  0.26667,  1.00,  0.00,  0.00,  0.00
543, 123, -0.09802,  4.93359, -1.29688,  1.00, -0.25197, -0.9685,  0.05512,  0.00, ---, ---, ---, ---,  0.8208,  0.40918,  0.27451,  0.68235,  0.93725,  0.26667,  1.00,  0.00,  0.00,  0.00
544, 132, -0.6582,  5.08984, -1.88477,  1.00,  0.59055, -0.01575, -0.80315,  0.00, ---, ---, ---, ---,  0.90186,  0.56934,  0.26667,  0.72549,  0.0902,  0.27059,  1.00,  0.00,  0.00,  0.00
545, 125,  0.00784,  5.10156, -1.44727,  1.00,  0.25197, -0.0315, -0.9685,  0.00, ---, ---, ---, ---,  0.90186,  0.40918,  0.01569,  0.12549,  0.10196,  0.27059,  1.00,  0.00,  0.00,  0.00
546, 133, -0.75391,  5.21875, -1.8125,  1.00, -0.10236,  0.98425, -0.14173,  0.00, ---, ---, ---, ---,  0.98291,  0.56934,  0.03137,  0.72941,  0.21961,  0.27059,  1.00,  0.00,  0.00,  0.00
547, 125,  0.00784,  5.10156, -1.44727,  1.00,  0.25197, -0.0315, -0.9685,  0.00, ---, ---, ---, ---,  0.90186,  0.40918,  0.01569,  0.12549,  0.10196,  0.27059,  1.00,  0.00,  0.00,  0.00
548, 132, -0.6582,  5.08984, -1.88477,  1.00,  0.59055, -0.01575, -0.80315,  0.00, ---, ---, ---, ---,  0.90186,  0.56934,  0.26667,  0.72549,  0.0902,  0.27059,  1.00,  0.00,  0.00,  0.00
549, 125,  0.00784,  5.10156, -1.44727,  1.00,  0.25197, -0.0315, -0.9685,  0.00, ---, ---, ---, ---,  0.90186,  0.40918,  0.01569,  0.12549,  0.10196,  0.27059,  1.00,  0.00,  0.00,  0.00
550, 133, -0.75391,  5.21875, -1.8125,  1.00, -0.10236,  0.98425, -0.14173,  0.00, ---, ---, ---, ---,  0.98291,  0.56934,  0.03137,  0.72941,  0.21961,  0.27059,  1.00,  0.00,  0.00,  0.00
551, 127, -0.07202,  5.28906, -1.33301,  1.00,  0.10236,  0.99213,  0.09449,  0.00, ---, ---, ---, ---,  0.98291,  0.40918,  0.61176,  0.67451,  0.2902,  0.27059,  1.00,  0.00,  0.00,  0.00
552, 130, -0.75391,  5.21875, -1.8125,  1.00, -0.10236,  0.98425, -0.14173,  0.00, ---, ---, ---, ---,  0.6499,  0.56934,  0.03137,  0.72941,  0.21961,  0.27059,  1.00,  0.00,  0.00,  0.00
553, 134, -1.33398,  4.9375, -2.13672,  1.00, -0.68504, -0.02362,  0.72441,  0.00, ---, ---, ---, ---,  0.73047,  0.69971,  0.33725,  0.74118,  0.94118,  0.26667,  1.00,  0.00,  0.00,  0.00
554, 129, -0.81543,  5.10547, -1.69434,  1.00, -0.64567,  0.11024,  0.75591,  0.00, ---, ---, ---, ---,  0.73047,  0.56934,  0.52549,  0.72941,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
555, 134, -1.33398,  4.9375, -2.13672,  1.00, -0.68504, -0.02362,  0.72441,  0.00, ---, ---, ---, ---,  0.73047,  0.69971,  0.33725,  0.74118,  0.94118,  0.26667,  1.00,  0.00,  0.00,  0.00
556, 130, -0.75391,  5.21875, -1.8125,  1.00, -0.10236,  0.98425, -0.14173,  0.00, ---, ---, ---, ---,  0.6499,  0.56934,  0.03137,  0.72941,  0.21961,  0.27059,  1.00,  0.00,  0.00,  0.00
557, 135, -1.25391,  5.04688, -2.22852,  1.00, -0.04724,  0.99213, -0.08661,  0.00, ---, ---, ---, ---,  0.6499,  0.69971,  0.01569,  0.74118,  0.04706,  0.27059,  1.00,  0.00,  0.00,  0.00
558, 136, -1.26758,  4.8125, -2.22461,  1.00, -0.01575, -1.00,  0.08661,  0.00, ---, ---, ---, ---,  0.8208,  0.69971,  0.07059,  0.74118,  0.81569,  0.26667,  1.00,  0.00,  0.00,  0.00
559, 129, -0.81543,  5.10547, -1.69434,  1.00, -0.64567,  0.11024,  0.75591,  0.00, ---, ---, ---, ---,  0.73047,  0.56934,  0.52549,  0.72941,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
560, 134, -1.33398,  4.9375, -2.13672,  1.00, -0.68504, -0.02362,  0.72441,  0.00, ---, ---, ---, ---,  0.73047,  0.69971,  0.33725,  0.74118,  0.94118,  0.26667,  1.00,  0.00,  0.00,  0.00
561, 129, -0.81543,  5.10547, -1.69434,  1.00, -0.64567,  0.11024,  0.75591,  0.00, ---, ---, ---, ---,  0.73047,  0.56934,  0.52549,  0.72941,  0.10588,  0.27059,  1.00,  0.00,  0.00,  0.00
562, 136, -1.26758,  4.8125, -2.22461,  1.00, -0.01575, -1.00,  0.08661,  0.00, ---, ---, ---, ---,  0.8208,  0.69971,  0.07059,  0.74118,  0.81569,  0.26667,  1.00,  0.00,  0.00,  0.00
563, 131, -0.71973,  4.98047, -1.76563,  1.00,  0.01575, -0.99213,  0.11024,  0.00, ---, ---, ---, ---,  0.8208,  0.56934,  0.76078,  0.72549,  0.98431,  0.26667,  1.00,  0.00,  0.00,  0.00
564, 137, -1.1875,  4.92188, -2.31641,  1.00,  0.67717, -0.13386, -0.72441,  0.00, ---, ---, ---, ---,  0.90186,  0.69971,  0.75294,  0.73725,  0.92549,  0.26667,  1.00,  0.00,  0.00,  0.00
565, 131, -0.71973,  4.98047, -1.76563,  1.00,  0.01575, -0.99213,  0.11024,  0.00, ---, ---, ---, ---,  0.8208,  0.56934,  0.76078,  0.72549,  0.98431,  0.26667,  1.00,  0.00,  0.00,  0.00
566, 136, -1.26758,  4.8125, -2.22461,  1.00, -0.01575, -1.00,  0.08661,  0.00, ---, ---, ---, ---,  0.8208,  0.69971,  0.07059,  0.74118,  0.81569,  0.26667,  1.00,  0.00,  0.00,  0.00
567, 131, -0.71973,  4.98047, -1.76563,  1.00,  0.01575, -0.99213,  0.11024,  0.00, ---, ---, ---, ---,  0.8208,  0.56934,  0.76078,  0.72549,  0.98431,  0.26667,  1.00,  0.00,  0.00,  0.00
568, 137, -1.1875,  4.92188, -2.31641,  1.00,  0.67717, -0.13386, -0.72441,  0.00, ---, ---, ---, ---,  0.90186,  0.69971,  0.75294,  0.73725,  0.92549,  0.26667,  1.00,  0.00,  0.00,  0.00
569, 132, -0.6582,  5.08984, -1.88477,  1.00,  0.59055, -0.01575, -0.80315,  0.00, ---, ---, ---, ---,  0.90186,  0.56934,  0.26667,  0.72549,  0.0902,  0.27059,  1.00,  0.00,  0.00,  0.00
570, 138, -1.25391,  5.04688, -2.22852,  1.00, -0.04724,  0.99213, -0.08661,  0.00, ---, ---, ---, ---,  0.98291,  0.69971,  0.01569,  0.74118,  0.04706,  0.27059,  1.00,  0.00,  0.00,  0.00
571, 132, -0.6582,  5.08984, -1.88477,  1.00,  0.59055, -0.01575, -0.80315,  0.00, ---, ---, ---, ---,  0.90186,  0.56934,  0.26667,  0.72549,  0.0902,  0.27059,  1.00,  0.00,  0.00,  0.00
